country,year,algebraic_connectivity_vitality_w,efficiency_vitality_w,flow_betweenness_log1p_w,communicability_betweenness_asinh_w,shannon_entropy_w,participation_coefficient_w,within_module_degree_zscore_w,laplacian_centrality_log_w
CRI,2018,0.000242149,-0.018574696,7.272327183,0.043683455,2.88072275,0.640170549,-0.841678908,-6.313990408
CRI,2019,0.000287567,-0.018703472,7.319646424,0.047773071,2.930242145,0.650553907,-0.841678908,-6.32412446
CYP,1995,0.003289369,-0.020687942,7.455652135,0.297918613,3.341553125,0.354197641,-0.557263866,-6.318429799
CYP,1996,0.001455758,-0.019528124,7.229182948,0.282282432,3.325339582,0.541539897,-0.62933741,-6.273943645
CYP,1997,0.000903439,-0.020412971,7.242454317,0.230769184,3.32921443,0.398898579,-0.576501166,-6.418210086
CYP,1998,0.001517526,-0.020504844,7.620467712,0.240517572,3.367284424,0.367563585,-0.573960521,-6.476900565
CYP,1999,0.002681332,-0.020815834,7.299760954,0.23414231,3.329489549,0.364459522,-0.576449775,-6.581993047
CYP,2000,0.002245332,-0.021575839,7.221673578,0.168095664,3.321088154,0.354968042,-0.589860859,-6.735736615
CYP,2001,0.001809038,-0.021715126,7.629577017,0.160681515,3.303819701,0.348216783,-0.594281239,-6.6501732
CYP,2002,0.000979289,-0.021317091,7.518660526,0.151473886,3.293408915,0.37099302,-0.606415971,-6.661006926
CYP,2003,0.001187275,-0.021258994,7.743427012,0.159915971,3.261530592,0.373427728,-0.611446527,-6.601879225
CYP,2004,0.001161206,-0.022283172,7.678680804,0.144985333,3.235366663,0.386317294,-0.634246473,-6.754988699
CYP,2005,0.000521849,-0.02269482,7.436854295,0.126408689,3.288112508,0.409117071,-0.664590316,-6.921712226
CYP,2006,0.000303929,-0.022835194,7.327613327,0.124782006,3.287284739,0.312268942,-0.662710924,-6.955758203
CYP,2007,0.000156131,-0.022401574,7.503698679,0.108783318,3.26337316,0.30550815,-0.666026408,-6.923347204
CYP,2008,0.000239478,-0.02186186,7.492871829,0.15302571,3.254674217,0.401432013,-0.711065151,-6.793881207
CYP,2009,0.000375068,-0.021731226,7.477689139,0.234512311,3.34907777,0.409918026,-0.712678089,-6.718479625
CYP,2010,0.000589653,-0.023025518,7.098381485,0.150720792,3.387219307,0.405687917,-0.678141608,-6.913958479
CYP,2011,0.000286032,-0.023649519,7.056763253,0.097985177,3.379604761,0.448861808,-0.693457297,-7.093952336
CYP,2012,0.000288217,-0.023225487,6.859232311,0.083631245,3.309495721,0.402306027,-0.708133786,-7.23990766
CYP,2013,0.000291101,-0.022419494,6.822703207,0.10760383,3.297429355,0.411881675,-0.693139351,-7.135540838
CYP,2014,0.000677311,-0.022234351,6.768308301,0.126102731,3.325613497,0.419845235,-0.704852343,-6.99434529
CYP,2015,0.001406027,-0.02214034,6.912205573,0.161644035,3.343959491,0.468048798,-0.670615646,-6.824331831
CYP,2016,0.001027649,-0.021768458,7.448839306,0.205275344,3.308441591,0.378995174,-0.66163228,-6.574890972
CYP,2017,0.001186078,-0.021388181,7.537697056,0.229927661,3.331544274,0.404020528,-0.661185225,-6.592684719
CYP,2018,0.00104817,-0.02166385,7.533221843,0.198987712,3.316986105,0.422434684,-0.694142311,-6.666831536
CYP,2019,0.001724676,-0.020754051,7.7120573,0.287791527,3.336890894,0.37227511,-0.668098896,-6.527707813
CZE,1995,0.002492946,0.005704649,8.862901552,2.508833432,2.818266762,0.161802175,-0.292613354,-4.499138056
CZE,1996,0.003419464,0.003455565,8.520198607,2.478902846,2.885213457,0.315176475,-0.394377044,-4.566330988
CZE,1997,0.000395126,0.003451335,8.734790309,2.345443916,2.888809773,0.175282288,-0.288284209,-4.613560285
CZE,1998,2.58E-05,0.006448478,9.018190654,2.261663061,2.839799238,0.173495071,-0.270737429,-4.462521978
CZE,1999,0.000258939,0.006553003,8.833836603,2.17259074,2.836483842,0.170768382,-0.266380004,-4.502033982
CZE,2000,0.000250779,0.007228719,8.886678964,2.192774836,2.839356822,0.180636782,-0.241341747,-4.468101868
CZE,2001,3.89E-05,0.009724395,9.416363494,2.436736497,2.830529086,0.169141095,-0.200778558,-4.28120809
CZE,2002,-1.49E-05,0.01077119,9.220201141,2.462178103,2.830421115,0.174290375,-0.188935234,-4.2053652
CZE,2003,0.000377613,0.013804847,9.5109013,2.611498899,2.824313883,0.191273792,-0.153277229,-3.987982282
CZE,2004,0.000154201,0.01627665,9.740306114,2.95366621,2.856027256,0.194572452,-0.06433459,-3.781785889
CZE,2005,0.000524505,0.016713805,9.600356326,3.070103346,2.891343785,0.194246165,-0.005002231,-3.71034267
CZE,2006,0.001890965,0.016888292,9.663117619,3.151304697,2.911820847,0.180862196,0.032003343,-3.646854292
CZE,2007,0.000965681,0.018357353,9.795109629,3.281211473,2.918256506,0.190806402,0.066623662,-3.515939602
CZE,2008,0.000214487,0.016635666,9.655680648,3.345342572,2.98692066,0.214544343,0.066211296,-3.531096214
CZE,2009,0.00061866,0.016723788,9.673966447,3.467521661,3.028605473,0.240566224,0.102015809,-3.505306214
CZE,2010,0.000348315,0.017930441,9.526717148,3.445041063,2.979472602,0.252328136,0.164887915,-3.458586544
CZE,2011,0.000297455,0.017043887,9.406108586,3.419651171,2.975893632,0.266435404,0.162085056,-3.480534528
CZE,2012,0.000227812,0.016168057,9.318350516,3.411117384,2.992532012,0.263640754,0.175538165,-3.527298879
CZE,2013,0.000329007,0.015313017,9.090604268,3.362491909,3.00351187,0.249762777,0.160428573,-3.57899566
CZE,2014,0.000679281,0.016623657,8.886178684,3.416175147,2.980389443,0.249382396,0.176770492,-3.536542544
CZE,2015,0.000630756,0.016376535,8.993160989,3.359889289,2.995010832,0.26058056,0.193254471,-3.588321577
CZE,2016,0.000618605,0.017805354,9.399921587,3.410674106,2.976503458,0.246591038,0.218376915,-3.512067581
CZE,2017,0.000695841,0.016808695,9.438055717,3.40667713,3.001107077,0.251846642,0.224251029,-3.539914425
CZE,2018,0.000802367,0.015730383,9.456457966,3.429361771,3.027474143,0.252573515,0.186162951,-3.543193148
CZE,2019,0.001052744,0.014661701,9.544278873,3.379674097,3.047874832,0.29714896,0.142138058,-3.569122617
DEU,1995,0.025297884,0.217623538,11.33694503,7.500024106,3.295070434,0.311846114,4.294005177,-1.042409568
DEU,1996,0.020194233,0.207145486,11.16192765,7.446162041,3.327922815,0.382342689,3.794828758,-1.122520386
DEU,1997,0.026006387,0.199758349,11.27018527,7.370853572,3.358910123,0.35722001,4.23758975,-1.232538061
DEU,1998,0.024816617,0.21846717,11.51656913,7.396555167,3.356709516,0.358236409,4.289732595,-1.180712687
DEU,1999,0.01128267,0.220876282,11.22881861,7.316874616,3.344913229,0.368795573,4.30910257,-1.241661179
DEU,2000,0.011144371,0.211972647,11.26738487,7.246146114,3.368799071,0.379489982,4.348234335,-1.310212521
DEU,2001,0.010127585,0.220373544,11.64144027,7.330019728,3.392063902,0.372682759,4.348234335,-1.236124677
DEU,2002,0.010714331,0.220268996,11.49455,7.325212145,3.401813166,0.368306707,4.300593027,-1.23746273
DEU,2003,0.005292436,0.244610822,11.64144027,7.429503048,3.417510196,0.364660413,4.348234335,-1.132764631
DEU,2004,0.004039267,0.244610822,11.64144027,7.443087008,3.425298297,0.366867579,4.348234335,-1.106824929
DEU,2005,0.012894374,0.24068059,11.64144027,7.372531627,3.446025811,0.377896685,4.348234335,-1.1457667
DEU,2006,0.008467137,0.244610822,11.6258699,7.40949814,3.461632719,0.347738431,4.348234335,-1.107740998
DEU,2007,0.008842947,0.244610822,11.64144027,7.481293385,3.477067941,0.345669268,4.348234335,-1.035611586
DEU,2008,0.007026488,0.234074949,11.58542021,7.394836815,3.497794151,0.3846518,4.348234335,-1.109105801
DEU,2009,0.008373697,0.225094882,11.45853622,7.351761593,3.51559955,0.391898794,4.348234335,-1.158282042
DEU,2010,0.006806193,0.244610822,11.40160666,7.441779356,3.516192925,0.409880779,4.348234335,-1.107067634
DEU,2011,0.006919518,0.244610822,11.4276782,7.443686547,3.521413514,0.43300948,4.348234335,-1.123578109
DEU,2012,0.007034159,0.242463377,11.25337382,7.369898704,3.522348469,0.421817191,4.348234335,-1.194348137
DEU,2013,0.013318661,0.244610822,11.02701297,7.372932573,3.522348469,0.412900378,4.348234335,-1.193871201
DEU,2014,0.013538322,0.244610822,10.81619622,7.35182102,3.521345626,0.41743744,4.348234335,-1.208212633
DEU,2015,0.015201488,0.244610822,10.77784535,7.303019191,3.50981697,0.427497725,4.348234335,-1.22949543
DEU,2016,0.011625038,0.244610822,11.13311744,7.328430396,3.512786503,0.41497762,4.348234335,-1.199460898
DEU,2017,0.01008306,0.244610822,11.27664757,7.297658948,3.522348469,0.418723386,4.348234335,-1.232206031
DEU,2018,0.008183961,0.242135889,11.30179445,7.280683078,3.522159364,0.411997772,4.348234335,-1.236601938
DEU,2019,0.00936866,0.235787765,11.2643299,7.245629385,3.521982915,0.413831591,4.348234335,-1.250057658
DNK,1995,0.002943904,0.00883772,9.300304767,3.506675697,3.094369,0.275584615,-0.006319355,-3.731844953
DNK,1996,0.003741769,0.007103235,9.138304802,3.397092108,3.109997846,0.335820618,-0.121019999,-3.815314667
DNK,1997,0.00360288,0.002976662,9.406586237,3.198468335,3.119776315,0.274855955,-0.01226068,-3.96708196
DNK,1998,0.003527377,0.004689952,9.461981936,3.14837224,3.120555179,0.286315905,-0.053406281,-3.977810039
DNK,1999,0.00452648,0.004431502,9.196686726,3.106858336,3.118000624,0.29027989,-0.046809608,-4.042683153
DNK,2000,0.006112426,0.003655079,9.506701483,3.127815791,3.148506129,0.312009841,-0.031790863,-4.070738764
DNK,2001,0.006244909,0.004447909,9.750652493,3.307925783,3.179354888,0.320652596,-0.026863784,-3.957258894
DNK,2002,0.005540131,0.004535256,9.613612558,3.338196787,3.175690445,0.310158065,-0.032377492,-3.928832141
DNK,2003,0.00796888,0.004234564,9.685139361,3.351494904,3.188831492,0.3114741,-0.077744069,-3.926667718
DNK,2004,0.005714091,0.002819563,9.643420351,3.305513563,3.201109023,0.318023499,-0.134150178,-3.98734657
DNK,2005,0.002252995,0.00435978,9.877722709,3.390194778,3.222929519,0.333501205,-0.060796457,-3.842044666
DNK,2006,0.004057711,0.003999917,9.694342622,3.463061778,3.239082536,0.315086904,-0.060262505,-3.82403635
DNK,2007,0.003811528,0.004197908,9.726514145,3.445848038,3.246653771,0.316514809,-0.078513545,-3.803029866
DNK,2008,0.00313905,0.004031082,9.662695707,3.52495596,3.279540593,0.342928361,-0.070510246,-3.772286411
DNK,2009,0.002779359,0.004988429,9.647643602,3.572789085,3.278947708,0.3545439,-0.055939517,-3.737873751
DNK,2010,0.003544072,0.002280684,9.380174362,3.309379011,3.303720392,0.363799699,-0.102118197,-3.938119321
DNK,2011,0.00342782,0.001277964,9.455286358,3.198912334,3.284800634,0.371179824,-0.128257391,-4.007874817
DNK,2012,0.004638297,0.000201439,9.273622255,3.170313952,3.299508349,0.367013393,-0.126620286,-4.054106175
DNK,2013,0.00371302,0.000192334,9.181647018,3.233156716,3.325553351,0.355895078,-0.109645802,-4.058976183
DNK,2014,0.003443204,-1.97E-05,8.869170925,3.173500816,3.340483729,0.376113491,-0.143484101,-4.064956551
DNK,2015,0.004816012,-0.000274948,8.85232234,3.143756706,3.344062606,0.386180044,-0.123325818,-4.090132784
DNK,2016,0.004057597,-9.81E-05,9.139679925,3.118514818,3.351282589,0.384696665,-0.149981774,-4.087901364
DNK,2017,0.007606124,-0.001150131,9.392232528,3.068841413,3.361199227,0.375308652,-0.148527546,-4.139948409
DNK,2018,0.004363551,-0.001005661,9.435883326,3.103708104,3.364480169,0.37531626,-0.172125386,-4.108101517
DNK,2019,0.004330278,-0.001006885,9.352315667,3.198053481,3.380606671,0.386342956,-0.142538131,-4.077480779
EGY,1995,0.002597213,-0.017722826,8.593416106,0.688778255,3.377317436,0.398630406,-0.522110052,-5.632606468
EGY,1996,0.00385962,-0.018527585,8.392353257,0.626593075,3.390011484,0.4938508,-0.592396088,-5.689551517
EGY,1997,0.001600424,-0.018699762,8.553221214,0.67008225,3.43440773,0.456814346,-0.534222506,-5.74539353
EGY,1998,0.00118454,-0.018837696,8.764950751,0.585359893,3.41108815,0.46005001,-0.538275474,-5.7712565
EGY,1999,0.002450876,-0.019053692,8.515601993,0.521546093,3.429733775,0.485844633,-0.538809723,-5.799354719
EGY,2000,0.001403989,-0.01867615,8.542718183,0.495911857,3.4014297,0.499037021,-0.549163188,-5.80151648
EGY,2001,0.000327324,-0.017422053,8.849954579,0.480766081,3.364204177,0.471357443,-0.554864787,-5.777979005
EGY,2002,0.000266053,-0.017555448,8.746786714,0.506285795,3.37732504,0.507414171,-0.573320947,-5.785216199
EGY,2003,0.00075443,-0.019334192,8.713773509,0.462962882,3.429306351,0.504460983,-0.586798529,-5.850906052
EGY,2004,0.001307277,-0.018048177,8.974396347,0.694067848,3.406620184,0.526247354,-0.589807986,-5.618153553
EGY,2005,0.000296768,-0.019124162,8.995685774,0.727758998,3.469990149,0.529310738,-0.608136677,-5.620812302
EGY,2006,0.001022083,-0.01848046,8.820578368,0.621897176,3.423431057,0.457907536,-0.610070834,-5.643512739
EGY,2007,0.001591128,-0.017794039,8.995119421,0.830498461,3.464142026,0.464450269,-0.599304876,-5.434547712
EGY,2008,0.000806918,-0.017478984,8.982854706,0.988362971,3.485268691,0.57503985,-0.642275873,-5.365740685
EGY,2009,0.000483059,-0.019207152,8.882779963,0.966958354,3.522348469,0.553854981,-0.64624113,-5.44122146
EGY,2010,0.000689503,-0.019538774,8.718870676,0.824107966,3.522348469,0.564019589,-0.615817207,-5.52621068
EGY,2011,6.79E-05,-0.020478937,8.584517872,0.616742845,3.509544301,0.573997048,-0.637078147,-5.707139202
EGY,2012,4.68E-05,-0.020764364,8.406189218,0.660669677,3.522348469,0.535454599,-0.636779125,-5.717510778
EGY,2013,0.000202314,-0.020516899,8.171855982,0.614295775,3.489375109,0.493168184,-0.626271973,-5.725534034
EGY,2014,0.000550648,-0.020460065,8.044860052,0.617789007,3.484218589,0.49267956,-0.636853802,-5.680624893
EGY,2015,0.00076086,-0.020466117,7.969260904,0.512061233,3.519219825,0.489960399,-0.617922155,-5.826993704
EGY,2016,0.000544896,-0.020526073,8.229604283,0.578666647,3.522348469,0.473272277,-0.622415858,-5.856585813
EGY,2017,0.000978888,-0.02000394,8.466258519,0.598954935,3.514707649,0.497501156,-0.617276121,-5.723679922
EGY,2018,0.001731627,-0.020246033,8.522671914,0.702426655,3.522348469,0.507385102,-0.647396404,-5.724827271
EGY,2019,0.001280922,-0.020671814,8.497222381,0.762458681,3.522348469,0.509609561,-0.637079827,-5.724607927
ESP,1995,0.013411653,0.022483744,9.929943614,4.90096521,2.99024576,0.278380144,0.642337884,-2.772381944
ESP,1996,0.02451551,0.022249927,9.872183364,4.95501481,3.015066355,0.311949653,0.593889412,-2.768141984
ESP,1997,0.008449811,0.022071042,10.02250134,4.955121788,3.030450735,0.304211352,0.824634999,-2.791018032
ESP,1998,0.008791557,0.025391824,10.26082819,4.964743387,3.000121792,0.28383891,0.892394605,-2.722849766
ESP,1999,0.006437959,0.027536567,10.07714417,5.008986903,3.015118289,0.288675201,0.994187023,-2.73323088
ESP,2000,0.011446926,0.026247751,10.33364826,5.008921593,3.053862053,0.30035713,1.007043288,-2.81006002
ESP,2001,0.02389649,0.028546093,10.58177648,5.140590694,3.058423913,0.287864254,1.040556087,-2.708967897
ESP,2002,0.016598842,0.028926782,10.45088894,5.222086731,3.065614457,0.286009807,1.06585252,-2.666408973
ESP,2003,0.011084369,0.03114639,10.56376828,5.324773414,3.062926334,0.274189984,1.108966886,-2.556576677
ESP,2004,0.006797766,0.030809113,10.68336201,5.33330304,3.107000498,0.292262061,1.030964625,-2.588720882
ESP,2005,0.007608481,0.02802728,10.61724699,5.27263721,3.198483157,0.327246419,0.944271624,-2.672975349
ESP,2006,0.005099354,0.027475973,10.4607234,5.279891571,3.231044018,0.316717767,0.927745713,-2.657482632
ESP,2007,0.007360336,0.029394769,10.62737373,5.344482767,3.235692423,0.312991156,0.947137844,-2.589445983
ESP,2008,0.00469807,0.024772485,10.43554473,5.26693448,3.308662614,0.375452701,0.801247547,-2.694916675
ESP,2009,0.007064498,0.023899077,10.17112571,5.203603394,3.335172719,0.360398938,0.782755411,-2.782699003
ESP,2010,0.008307356,0.02135241,10.22535749,5.084857508,3.332935529,0.383583464,0.738996217,-2.882276632
ESP,2011,0.013072057,0.021281256,10.15189219,5.099583744,3.343495962,0.432875712,0.693032966,-2.885195571
ESP,2012,0.03190214,0.018768002,10.05127937,5.066075623,3.388790901,0.403838157,0.676519218,-3.022809557
ESP,2013,0.015666912,0.018985355,9.879864038,5.104894547,3.399721777,0.393813172,0.708069167,-3.021325443
ESP,2014,0.026441991,0.019712662,9.705907397,5.07421762,3.370854153,0.405638701,0.694047123,-2.99318536
ESP,2015,0.032059493,0.019023885,9.531934403,4.984335939,3.352249387,0.383806454,0.722476571,-3.048033191
ESP,2016,0.031722694,0.020204342,9.960232569,5.101611219,3.354926888,0.383037745,0.75771102,-2.97017426
ESP,2017,0.029383947,0.018667847,10.11499331,5.125307293,3.381459753,0.387385788,0.784149788,-2.984066188
ESP,2018,0.01734658,0.017909596,10.18922271,5.122570858,3.399924167,0.399417709,0.715648898,-2.991334458
ESP,2019,0.015468058,0.01674113,9.936329429,5.026378563,3.398200607,0.396516339,0.7178028,-3.013191177
EST,1995,0.0001475,-0.01999345,7.038960221,0.099592878,2.68239064,0.133776672,-0.57449696,-7.268736625
EST,1996,-0.000109278,-0.020211952,6.863766104,0.10792382,2.785146282,0.458731614,-0.787572088,-7.197746683
EST,1997,-9.61E-05,-0.020168382,7.397380828,0.171753057,2.867468599,0.149907863,-0.577097584,-7.078220995
EST,1998,-8.34E-05,-0.019795697,7.739048443,0.227469232,2.928868871,0.164953675,-0.571651233,-6.957903966
EST,1999,-3.80E-06,-0.020563073,7.383983564,0.185284846,2.943099418,0.184522697,-0.579205844,-7.111278818
EST,2000,-8.34E-05,-0.022601586,7.116405967,0.092381496,3.067455212,0.2222012,-0.604774827,-7.461568435
EST,2001,-3.43E-05,-0.022052541,7.68712752,0.143237123,3.13325317,0.217935474,-0.60298605,-7.293398642
EST,2002,-3.93E-05,-0.021639345,7.643541528,0.191306849,3.15569864,0.221069285,-0.609702996,-7.113410153
EST,2003,-4.82E-06,-0.021276753,7.772267774,0.208148472,3.128791895,0.195224983,-0.608936814,-6.964339387
EST,2004,4.91E-06,-0.020754953,8.004142564,0.22035723,3.07936861,0.168561349,-0.623115242,-6.913134722
EST,2005,-7.71E-05,-0.020191177,7.870947403,0.264318712,3.126099242,0.190799179,-0.63928909,-6.789248949
EST,2006,-6.24E-05,-0.020574748,7.81375822,0.294169231,3.145817911,0.191641267,-0.638467566,-6.737005417
EST,2007,-8.13E-05,-0.020224096,8.126094517,0.393401798,3.175074419,0.185089164,-0.635605428,-6.581993047
EST,2008,-0.000105924,-0.019999108,8.028160955,0.354461615,3.186187027,0.19567866,-0.684328822,-6.632515036
EST,2009,-0.0001289,-0.020658686,7.78131322,0.351951831,3.230074938,0.198569822,-0.695774875,-6.724977993
EST,2010,-0.000102748,-0.020992877,7.950014686,0.397425905,3.215552729,0.259472428,-0.648058416,-6.53923151
EST,2011,-5.42E-05,-0.020723818,8.154446538,0.496994633,3.227764616,0.280648464,-0.640483244,-6.403150364
EST,2012,-9.27E-05,-0.02093404,7.972167362,0.501178896,3.255950395,0.282642766,-0.653443198,-6.456855471
EST,2013,-7.85E-05,-0.020973017,7.846771278,0.574906388,3.251406901,0.261360116,-0.635403182,-6.379781135
EST,2014,2.01E-05,-0.02121121,7.52127396,0.544912043,3.264076935,0.273271233,-0.65399358,-6.388502662
EST,2015,6.26E-05,-0.021517128,7.390401602,0.443455608,3.305897406,0.28509584,-0.636091912,-6.555714155
EST,2016,4.46E-05,-0.021320285,7.727236509,0.477790775,3.322952713,0.295975859,-0.63822699,-6.457524602
EST,2017,3.32E-05,-0.021352492,7.937595154,0.447025476,3.303466446,0.27551843,-0.639829921,-6.498800932
EST,2018,2.22E-05,-0.021310809,7.927645588,0.47208226,3.325838664,0.281515419,-0.669123229,-6.507544618
EST,2019,1.84E-05,-0.0212322,7.893683773,0.484703864,3.327880251,0.285165656,-0.658027413,-6.486217367
FIN,1995,0.000691948,0.003719173,8.951224021,3.503898403,3.177972563,0.335808626,-0.125064093,-3.937933912
FIN,1996,4.96E-05,0.002450549,8.792802545,3.654601208,3.238484727,0.509663456,-0.276267395,-4.020006514
FIN,1997,0.000508324,0.000523837,8.817444025,3.372242608,3.253126377,0.366266582,-0.129547043,-4.10295315
FIN,1998,0.002533835,0.001352573,9.126554248,3.52700475,3.24965306,0.345947149,-0.136760392,-4.113713882
FIN,1999,0.001632215,0.004381553,8.798652329,3.815773693,3.235555861,0.357186792,-0.140018548,-4.161953135
FIN,2000,0.000931257,0.002588447,8.792376852,4.124561822,3.238593164,0.388166421,-0.120032055,-4.128335939
FIN,2001,2.42E-05,0.002792635,9.180051771,4.126590586,3.255623535,0.378274592,-0.16296064,-4.155615723
FIN,2002,0.000159462,0.00295792,8.95170719,3.985009368,3.255347227,0.362046442,-0.166583358,-4.138323848
FIN,2003,0.000230745,0.000451613,9.154273668,3.548083819,3.291811923,0.362873821,-0.181962754,-4.12492221
FIN,2004,1.14E-05,0.002304193,9.297827045,3.700321132,3.29662825,0.381212452,-0.200966405,-4.103137507
FIN,2005,0.000102652,0.002149816,9.177478468,3.311027815,3.287876069,0.38249159,-0.206454052,-4.107694396
FIN,2006,0.000158478,0.001074207,9.029130581,3.356070649,3.308437943,0.361165802,-0.209745744,-4.091584156
FIN,2007,0.000316109,0.001600225,9.039571432,3.36479239,3.334910577,0.368429828,-0.213765612,-4.041879672
FIN,2008,0.000661768,0.000937102,9.058570241,3.350112339,3.373932004,0.398915053,-0.230018331,-4.034111321
FIN,2009,0.000762043,-0.001692529,8.880134658,3.156864365,3.41212064,0.415054551,-0.291716221,-4.181321038
FIN,2010,0.000760122,-0.003526612,8.847765125,2.914781848,3.385068991,0.410168465,-0.287639009,-4.321448696
FIN,2011,0.000860634,-0.004409668,8.878159243,2.734509325,3.32198132,0.400814478,-0.293594099,-4.38829029
FIN,2012,0.001035615,-0.005990617,8.724826848,2.729905925,3.363379108,0.40822807,-0.315206417,-4.441670912
FIN,2013,0.000742457,-0.006334422,8.566823772,2.634768304,3.336831576,0.384431874,-0.30344883,-4.47179328
FIN,2014,0.000659568,-0.007201608,8.211522474,2.483499605,3.344286769,0.388539166,-0.349494042,-4.539932035
FIN,2015,0.001114133,-0.006064425,8.166225229,2.305427362,3.346804381,0.388137972,-0.351630377,-4.628610476
FIN,2016,0.001153448,-0.005859347,8.416912816,2.379323177,3.36359581,0.387069971,-0.352932124,-4.588835329
FIN,2017,0.001521586,-0.005728721,8.713004654,2.403095758,3.337130934,0.38918556,-0.32978225,-4.533984587
FIN,2018,0.00165469,-0.005229264,8.798678269,2.501729282,3.345530285,0.385877207,-0.348916087,-4.49560554
FIN,2019,0.001964147,-0.004793146,8.702867697,2.514683609,3.334210648,0.381483311,-0.325542048,-4.470707302
FRA,1995,0.034743131,0.06468318,11.17739309,6.699944285,3.046052431,0.297615588,2.492884646,-1.59885829
FRA,1996,0.044988218,0.060779773,10.99761311,6.668408677,3.08183471,0.33838685,2.290231728,-1.654252037
FRA,1997,0.043510499,0.059225097,11.10822799,6.591740409,3.11686006,0.343554122,2.561738763,-1.739846238
FRA,1998,0.045357591,0.065173399,11.34122168,6.673715602,3.109458349,0.33287356,2.655588671,-1.675137401
FRA,1999,0.026671702,0.06106841,11.09390243,6.563600768,3.112402891,0.343541387,2.639508129,-1.755922656
FRA,2000,0.050209722,0.057551309,11.22013951,6.524533399,3.14409988,0.360970551,2.641524362,-1.829914991
FRA,2001,0.060108858,0.059767269,11.63153392,6.624136108,3.14948039,0.365612878,2.659925204,-1.718677453
FRA,2002,0.023517466,0.057303765,11.44770059,6.594128029,3.163531525,0.355379607,2.587316451,-1.743810779
FRA,2003,0.02519047,0.052752026,11.50151467,6.637828519,3.186981675,0.33735303,2.486518859,-1.736727648
FRA,2004,0.021385223,0.050702407,11.57276711,6.589091684,3.201394654,0.340143675,2.337027866,-1.78150722
FRA,2005,0.029396699,0.046380516,11.53660928,6.523303528,3.262770497,0.368094558,2.2475482,-1.842410442
FRA,2006,0.033834616,0.044894249,11.39618999,6.462841513,3.272604233,0.333769212,2.16419999,-1.878188554
FRA,2007,0.033427485,0.041279822,11.44702163,6.444828201,3.2719808,0.32686244,2.079325924,-1.868699053
FRA,2008,0.027256369,0.037439294,11.37218642,6.366505732,3.341164529,0.367895471,2.037841639,-1.931268153
FRA,2009,0.025226768,0.037610355,11.29468109,6.421522743,3.393077198,0.394826514,2.048979647,-1.935815423
FRA,2010,0.061100545,0.038234501,11.20056391,6.369517948,3.341907314,0.389535067,2.092945222,-1.976109103
FRA,2011,0.066838061,0.035086767,11.20828191,6.330502245,3.358661634,0.430571904,1.9716381,-2.021048988
FRA,2012,0.021238083,0.032966952,11.00841811,6.181546542,3.359314783,0.39879141,2.030454536,-2.103247156
FRA,2013,0.021250071,0.033546792,10.78307928,6.216115483,3.365546648,0.395828148,2.090770143,-2.080377852
FRA,2014,0.028939077,0.034143783,10.5561254,6.201740132,3.360673506,0.405919311,2.042335901,-2.087622079
FRA,2015,0.028780661,0.034406856,10.5005901,6.154409227,3.349333525,0.41197778,2.053403405,-2.117101781
FRA,2016,0.024619732,0.034736699,10.85733059,6.194565553,3.344944883,0.408122285,2.080383489,-2.058170299
FRA,2017,0.033793824,0.032284122,10.93959791,6.152530352,3.354429162,0.39591489,2.113109344,-2.108839523
FRA,2018,0.032910209,0.029142617,11.02067939,6.129451138,3.373530727,0.4100188,1.987280021,-2.114524925
FRA,2019,0.045753515,0.03005182,10.93742955,6.14018358,3.379416637,0.421659336,1.997980801,-2.114203162
GBR,1995,0.052107482,0.051277113,10.43066281,6.396179784,3.213500454,0.407556118,1.784326574,-1.779620711
GBR,1996,0.060287179,0.053537288,10.42603696,6.464200362,3.258276745,0.477440036,1.728250323,-1.750876381
GBR,1997,0.067326173,0.053096172,10.4454312,6.440190361,3.267667916,0.467703176,2.130205573,-1.760378774
GBR,1998,0.06252211,0.049225745,10.77650729,6.357226149,3.242558431,0.460989063,2.031180148,-1.781374021
GBR,1999,0.071956201,0.048194591,10.43912004,6.308204673,3.239267791,0.469383626,2.057254847,-1.82926416
GBR,2000,0.073687319,0.044274499,10.63818881,6.220238536,3.269295333,0.479509296,2.039330998,-1.913419883
GBR,2001,0.053085415,0.044219877,10.96963539,6.329317478,3.27097301,0.470568946,2.08335397,-1.826958142
GBR,2002,0.05133753,0.044123953,10.83040282,6.393738303,3.290102971,0.463864722,2.103038379,-1.815229582
GBR,2003,0.06689448,0.041562519,10.88792548,6.356046793,3.298904295,0.450729982,1.930410823,-1.850033156
GBR,2004,0.068339253,0.039449733,11.05562985,6.36016699,3.313443567,0.452650004,1.881218325,-1.861146017
GBR,2005,0.02547183,0.038709722,10.94566088,6.312356466,3.342162114,0.461599613,1.911061663,-1.87899202
GBR,2006,0.031797931,0.040519007,10.85008621,6.4081321,3.363112474,0.406566093,2.012097493,-1.837506823
GBR,2007,0.010070968,0.036072795,10.86977416,6.232441096,3.361407163,0.398279312,1.785935757,-1.923803224
GBR,2008,0.022516489,0.031385469,10.72669008,6.093973787,3.396107164,0.465364591,1.565903361,-2.038700715
GBR,2009,0.007128574,0.036144535,10.63115538,6.115534223,3.413328016,0.480849192,1.630695766,-2.007909418
GBR,2010,0.003679731,0.034548728,10.65603959,5.977471158,3.411919317,0.492503809,1.558611751,-2.09678269
