country,year,algebraic_connectivity_vitality_w,efficiency_vitality_w,flow_betweenness_log1p_w,communicability_betweenness_asinh_w,shannon_entropy_w,participation_coefficient_w,within_module_degree_zscore_w,laplacian_centrality_log_w
ITA,2007,0.002406437,0.033936401,11.08016627,6.219062295,3.400024007,0.310158578,1.74711528,-2.106720204
ITA,2008,0.004302814,0.030958191,10.95279382,6.116475723,3.457202248,0.352288593,1.607716008,-2.216967333
ITA,2009,0.003785486,0.027080105,10.84336545,5.969599369,3.468711815,0.347030478,1.523139481,-2.321781409
ITA,2010,0.004598325,0.028212241,10.7266121,5.956782203,3.443211639,0.357469427,1.565027364,-2.338056873
ITA,2011,0.008920089,0.026817588,10.62469239,5.901729739,3.447984251,0.40538497,1.434457182,-2.384414277
ITA,2012,0.006151794,0.022759013,10.44142238,5.691386389,3.455503707,0.369580282,1.345341175,-2.550332617
ITA,2013,0.003908627,0.02161527,10.16062273,5.653820156,3.464895782,0.363820973,1.341890838,-2.568458121
ITA,2014,0.005596844,0.021505387,10.05966052,5.642454872,3.461336596,0.380625917,1.282200731,-2.575229139
ITA,2015,0.006751192,0.020936061,10.07983684,5.525207842,3.450177132,0.384453064,1.275304534,-2.628302754
ITA,2016,0.006387535,0.022156148,10.48138536,5.576774595,3.434219219,0.368583161,1.307902018,-2.574965738
ITA,2017,0.005912721,0.022056949,10.44630065,5.579074744,3.442821165,0.364732292,1.381190434,-2.578122518
ITA,2018,0.004838048,0.021364307,10.57220993,5.574139767,3.443268755,0.369590684,1.31039289,-2.567995901
ITA,2019,0.006283922,0.020152032,10.53957648,5.497321169,3.455789939,0.372775012,1.271888982,-2.621980313
JOR,1995,0.001556408,-0.023994811,5.87477774,0.056834206,3.47345752,0.496975853,-0.574670085,-7.055893404
JOR,1996,0.001047792,-0.024126014,5.714655773,0.048112938,3.487205947,0.603468988,-0.802110731,-7.049075785
JOR,1997,0.000910985,-0.024631365,5.882030867,0.050477462,3.522348469,0.580336287,-0.841678908,-7.16389605
JOR,1998,0.000676633,-0.024890044,5.973867429,0.033187922,3.510685809,0.562542161,-0.841678908,-7.336664567
JOR,1999,0.000425034,-0.024855161,5.920068841,0.033151914,3.522348469,0.586961888,-0.841678908,-7.364599475
JOR,2000,0.000848717,-0.024124308,5.893392812,0.030381342,3.490756797,0.60078774,-0.797132372,-7.300713426
JOR,2001,0.000424273,-0.023323017,6.188195878,0.036400183,3.444444156,0.62224882,-0.841678908,-7.10293353
JOR,2002,0.000689587,-0.022510354,6.17066668,0.045772764,3.396288783,0.648365262,-0.841678908,-6.906589958
JOR,2003,0.001019295,-0.022587886,6.059090606,0.038441829,3.324268772,0.64808066,-0.8273173,-6.983112647
JOR,2004,0.001024162,-0.022289875,6.227820192,0.046572904,3.292132516,0.647267896,-0.81309492,-6.873303612
JOR,2005,0.000576009,-0.02224295,6.511252008,0.0526955,3.32388879,0.643070764,-0.800650713,-6.773077544
JOR,2006,0.001020625,-0.022404899,6.439972296,0.051960326,3.339578476,0.499295073,-0.6365904,-6.78008176
JOR,2007,0.000685024,-0.023040164,7.003323343,0.054514494,3.365531891,0.499986659,-0.655609275,-6.853695216
JOR,2008,0.000932105,-0.023029612,6.572276065,0.0585459,3.406171847,0.628874069,-0.738297054,-6.772852078
JOR,2009,0.00100229,-0.02275696,6.411085041,0.066310215,3.411206372,0.622428157,-0.837510949,-6.682935533
JOR,2010,0.000864528,-0.023271562,6.29355635,0.061462268,3.442926421,0.618566933,-0.773235732,-6.751967654
JOR,2011,0.000474061,-0.023678211,6.476914029,0.054684026,3.443376182,0.631307063,-0.751727222,-6.855652512
JOR,2012,0.000492928,-0.02315905,6.394880128,0.072195024,3.458537917,0.629852344,-0.769226795,-6.736991085
JOR,2013,0.000480776,-0.023682924,6.17817724,0.071129814,3.493764541,0.617669404,-0.739780708,-6.798638128
JOR,2014,0.00072319,-0.023663023,6.098024085,0.06437613,3.452934983,0.613102728,-0.697721912,-6.770308188
JOR,2015,0.00075244,-0.023674047,6.156260439,0.060160658,3.462763533,0.619287048,-0.74080078,-6.807816736
JOR,2016,0.001220318,-0.023364498,6.536603304,0.064263072,3.442084463,0.608108253,-0.727206354,-6.787343701
JOR,2017,0.000888497,-0.023385671,6.025457872,0.052504684,3.437075904,0.622409881,-0.721803651,-6.753963521
JOR,2018,0.000686792,-0.023276423,6.047047568,0.045059825,3.377678139,0.632670308,-0.689268623,-6.790769895
JOR,2019,0.000707186,-0.023045707,5.910407342,0.047267037,3.308261054,0.62465814,-0.679437251,-6.726990767
JPN,1995,0.081123109,0.055672955,10.65644394,6.174291039,3.103720012,0.372487611,1.890686194,-1.917243743
JPN,1996,0.065742312,0.052741138,10.39131172,6.073860289,3.112723079,0.613919185,3.065444294,-1.963702392
JPN,1997,0.062666455,0.05160889,10.49381274,6.030655226,3.11541247,0.612948656,2.936969451,-1.977588508
JPN,1998,0.069780406,0.041634573,10.60408336,5.777041305,3.122337722,0.627316633,2.904231771,-2.170305728
JPN,1999,0.109271597,0.043108926,10.57290397,5.75132652,3.095800541,0.62207731,2.843945885,-2.146600675
JPN,2000,0.039797435,0.048817077,10.59739446,5.811781701,3.066390487,0.612315984,2.91409108,-2.043075939
JPN,2001,0.026358137,0.04320489,10.91905328,5.74678553,3.122599093,0.611033059,2.753405913,-2.164085068
JPN,2002,0.029430511,0.040035837,10.71623936,5.702697352,3.118644935,0.600510542,2.548310542,-2.184370071
JPN,2003,0.0208783,0.038781334,10.80483594,5.743790612,3.09272975,0.586089087,2.456657049,-2.151675242
JPN,2004,0.018325299,0.038445153,10.97971719,5.793405818,3.074894875,0.570594167,2.348351021,-2.090822734
JPN,2005,0.019711714,0.036988576,10.8934885,5.798897455,3.085432729,0.578793442,2.261891262,-2.06225018
JPN,2006,0.013265435,0.037932678,10.76894776,5.812608287,3.094900858,0.341019684,1.55796826,-2.057844698
JPN,2007,0.01208545,0.033746566,10.81802985,5.782899399,3.125903602,0.350218061,1.545135478,-2.108510952
JPN,2008,0.009447265,0.034001426,10.61967391,5.857618421,3.143736034,0.550819739,2.191373875,-2.042944627
JPN,2009,0.026560592,0.027203464,10.43223428,5.634565057,3.169682234,0.539289002,1.818792719,-2.193292452
JPN,2010,0.01387225,0.030001766,10.37587854,5.725485076,3.133259548,0.511692058,2.025815938,-2.06684122
JPN,2011,0.014268097,0.03006946,10.41166988,5.666249322,3.097284051,0.496775957,1.821905451,-2.070390609
JPN,2012,0.009043022,0.030362489,10.25531482,5.647983733,3.08367373,0.517156314,1.690589274,-2.048456371
JPN,2013,0.007947713,0.029841237,9.988471199,5.568637106,3.069856869,0.497345372,1.592286929,-2.114611232
JPN,2014,0.007374589,0.03135618,9.850508709,5.603293644,3.084990753,0.513308102,1.708261543,-2.070895817
JPN,2015,0.016156994,0.032645763,9.752012744,5.508017236,3.088701477,0.548244856,1.446978431,-2.121909615
JPN,2016,0.013149934,0.030807011,10.01448637,5.433073564,3.111448715,0.563044076,1.450563971,-2.172149471
JPN,2017,0.009904887,0.031946078,10.07193468,5.446899789,3.100972141,0.548005256,1.371036607,-2.145753068
JPN,2018,0.007711251,0.030911731,10.180529,5.429653012,3.109262283,0.547125569,1.393509129,-2.163316446
JPN,2019,0.01333143,0.030476845,10.06342365,5.377519215,3.109146788,0.549403549,1.345557502,-2.182243325
KAZ,1995,3.20E-05,-0.013969335,7.5147405,0.423065615,2.536643115,0.178354502,-0.517842157,-6.513594491
KAZ,1996,-4.39E-05,-0.014347646,6.976596989,0.220883382,2.353252465,0.575008112,-0.0759293,-6.690682115
KAZ,1997,1.52E-05,-0.015300546,7.310422174,0.277181571,2.656515104,0.222096643,-0.546167674,-6.453319071
KAZ,1998,-5.41E-05,-0.018027728,7.522665901,0.182302214,2.854602751,0.237814423,-0.560599521,-6.617941231
KAZ,1999,-3.37E-05,-0.016970008,7.45035301,0.225497549,2.844135454,0.263905087,-0.552696991,-6.430623366
KAZ,2000,8.95E-05,-0.013505552,7.749464973,0.35838243,2.674110556,0.258729368,-0.52209979,-5.972763703
KAZ,2001,6.78E-05,-0.014250183,8.20282665,0.380307434,2.733348209,0.252246151,-0.534453242,-5.994890007
KAZ,2002,0.000122928,-0.014168281,8.071262448,0.384684737,2.798441355,0.290939284,-0.54165028,-5.778831074
KAZ,2003,0.00023414,-0.013733059,8.106450032,0.39689119,2.755679442,0.282909907,-0.540958962,-5.638397062
KAZ,2004,0.000223884,-0.011994091,8.656348026,0.678007667,2.830050022,0.278533719,-0.520070258,-5.358980527
KAZ,2005,0.000185613,-0.010840201,8.784346482,0.808853274,2.842693387,0.297436944,-0.511048415,-5.14925636
KAZ,2006,0.000179208,-0.009808698,8.744371896,0.99052678,2.807309919,0.268027512,-0.481423504,-4.960043183
KAZ,2007,1.96E-05,-0.009568534,8.914617859,1.169548716,2.893366376,0.308456106,-0.482287041,-4.842605758
KAZ,2008,6.22E-05,-0.007103677,9.159243611,1.591386914,2.888914118,0.330438318,-0.461241605,-4.605138187
KAZ,2009,0.000222472,-0.009960984,8.532631176,1.351179592,2.985841596,0.345816066,-0.521056454,-4.891870207
KAZ,2010,0.000300071,-0.00871515,8.608873883,1.355706624,2.999455755,0.41878654,-0.483985568,-4.737166072
KAZ,2011,0.000243555,-0.009393531,8.788760885,1.319631415,2.993857973,0.401494595,-0.47911702,-4.744437656
KAZ,2012,0.000216536,-0.0084267,8.597698094,1.379737023,2.892855882,0.400074731,-0.460385546,-4.725073606
KAZ,2013,0.00075314,-0.009741789,8.271004995,1.380479107,2.929473396,0.377058878,-0.463619357,-4.779431196
KAZ,2014,0.000837128,-0.011583017,8.031130157,1.199269843,2.936766094,0.325692094,-0.505269587,-4.992706185
KAZ,2015,0.000959505,-0.015651871,7.705969144,0.6343392,3.00167462,0.345005923,-0.560417515,-5.459849724
KAZ,2016,0.001044159,-0.015355842,7.855002511,0.619458674,3.04365823,0.352060898,-0.584391095,-5.539642709
KAZ,2017,0.000849176,-0.015386463,8.014266378,0.637327038,3.030556022,0.353726058,-0.570238804,-5.470877838
KAZ,2018,0.000799891,-0.014954074,8.320323496,0.771750662,3.058067566,0.373142902,-0.584731305,-5.34472954
KAZ,2019,0.00088954,-0.014562306,8.202005672,0.755027385,3.012792774,0.427142519,-0.584051054,-5.325986655
KHM,1995,-7.30E-05,-0.024852526,6.836484546,0.008880422,2.861302801,0.359629074,-0.579560339,-8.288847196
KHM,1996,0.000175167,-0.025066925,6.521745594,0.008267402,2.897163669,0.464556218,-0.807509533,-8.463102813
KHM,1997,0.000135759,-0.024912871,6.841529231,0.006782262,2.862067206,0.437242959,-0.841678908,-8.11615788
KHM,1998,0.000187357,-0.025379817,6.977009571,0.004893166,2.880600635,0.493864463,-0.841678908,-8.1957367
KHM,1999,0.000182764,-0.024850058,7.181500524,0.010889327,2.845673424,0.461528239,-0.836880347,-7.869140139
KHM,2000,0.000115273,-0.024621019,7.330130706,0.011091593,2.927721247,0.506895976,-0.786824965,-7.701173725
KHM,2001,4.80E-05,-0.024044737,7.938121898,0.01337112,2.881881057,0.515095706,-0.83817352,-7.451098929
KHM,2002,0.000111143,-0.023974204,7.957574469,0.019979755,2.819663774,0.46543619,-0.834351226,-7.365438319
KHM,2003,0.000205883,-0.024009086,7.8146722,0.020563192,2.782039647,0.430618551,-0.808328777,-7.45684887
KHM,2004,4.50E-05,-0.023866464,7.889778151,0.021076768,2.736123027,0.452370769,-0.799104111,-7.377581324
KHM,2005,-6.21E-05,-0.023592125,7.914583001,0.02331039,2.772610232,0.447560364,-0.787956819,-7.271037719
KHM,2006,-2.75E-05,-0.023580057,7.884465062,0.025771266,2.782999001,0.232562279,-0.631804527,-7.194242066
KHM,2007,-2.15E-05,-0.023664234,7.763073251,0.023925114,2.804723706,0.240451825,-0.652142455,-7.287785124
KHM,2008,-6.92E-05,-0.022851188,7.678435561,0.026821539,2.679458251,0.386231795,-0.724410886,-7.13643915
KHM,2009,-8.05E-05,-0.022935477,7.640093631,0.019029327,2.804169493,0.478674055,-0.832688325,-7.094347542
KHM,2010,-4.77E-05,-0.022881651,7.689962983,0.016199955,2.785970523,0.471462525,-0.769467128,-7.079025329
KHM,2011,-6.78E-05,-0.022464989,7.664595314,0.01379099,2.756740659,0.465593487,-0.747883222,-7.065222285
KHM,2012,-8.10E-05,-0.021828006,7.615493082,0.019874247,2.702873377,0.405913919,-0.758678614,-6.916147394
KHM,2013,-1.92E-05,-0.02065983,7.581391587,0.030130391,2.646135467,0.393725468,-0.724541022,-6.69899061
KHM,2014,0.000101153,-0.01977136,7.442651687,0.030485691,2.65624774,0.415588927,-0.680759474,-6.573097545
KHM,2015,0.000158157,-0.018546425,7.519635014,0.039893925,2.593311111,0.415226672,-0.71267779,-6.386063308
KHM,2016,0.000191079,-0.018642497,7.843402512,0.044439424,2.609091366,0.40526525,-0.691919737,-6.383230913
KHM,2017,0.000213772,-0.018638574,8.091677345,0.048158236,2.623958845,0.399875289,-0.686166858,-6.33944766
KHM,2018,0.000469122,-0.019113948,8.090618025,0.04857381,2.636602443,0.407858448,-0.654197695,-6.353813846
KHM,2019,0.000299645,-0.018799898,8.216995443,0.057854555,2.645931434,0.425876768,-0.643151895,-6.245829968
KOR,1995,0.001552804,0.029886854,10.50931893,5.340126901,3.021478267,0.324560943,0.839894692,-2.635513349
KOR,1996,0.000898732,0.029556193,10.39491282,5.384430898,3.058234136,0.602636559,1.59387523,-2.589291095
KOR,1997,0.000937429,0.031228604,10.50822823,5.362561612,3.074043892,0.592184397,1.657996593,-2.5622091
KOR,1998,0.000992445,0.028835904,10.5446952,5.054605023,3.049884353,0.620130514,1.534629449,-2.712824359
KOR,1999,0.001468103,0.030212391,10.4670448,5.044357514,2.997655805,0.610033644,1.470000465,-2.699938455
KOR,2000,0.002813304,0.034374291,10.56427755,5.152680183,2.945772838,0.609466652,1.570970113,-2.512272942
KOR,2001,0.000364976,0.029558228,10.85959967,5.111843954,3.028117059,0.606727322,1.457242913,-2.66436259
KOR,2002,0.000895521,0.030043748,10.68877566,5.112380874,3.027559865,0.590251673,1.465842142,-2.646780799
KOR,2003,0.002717339,0.031050997,10.92793798,5.243173685,2.994620053,0.577255735,1.501602566,-2.564190938
KOR,2004,0.001103496,0.034166443,11.0689572,5.42938839,2.957348282,0.567670983,1.583851563,-2.391085028
KOR,2005,0.003245269,0.03261597,11.05383669,5.396290135,2.967360629,0.573862683,1.564849271,-2.34830253
KOR,2006,0.002108468,0.030041939,10.92751822,5.405772748,2.991896865,0.325757837,1.111563302,-2.33297554
KOR,2007,0.001556205,0.027477942,10.99681135,5.464616876,3.024780247,0.32887595,1.186330658,-2.330773571
KOR,2008,0.001551231,0.029797333,10.90435098,5.677549011,3.061321258,0.544187449,1.839188153,-2.172054568
KOR,2009,0.002185108,0.034936549,10.85025403,5.783275572,3.117815142,0.544440882,1.875913491,-2.119216543
KOR,2010,0.006075745,0.036532444,10.73636521,5.824786502,3.077974423,0.509990885,1.970193563,-2.055464627
KOR,2011,0.00287719,0.039503962,10.84930321,5.936808956,3.006149326,0.487603749,2.058012897,-1.919310544
KOR,2012,0.002377367,0.039869277,10.55936368,6.018705802,3.022397296,0.510206063,1.961753362,-1.883104035
KOR,2013,0.00388587,0.041370587,10.3305877,6.003960085,2.99510247,0.478474322,1.957615088,-1.911599347
KOR,2014,0.005258852,0.037964378,10.06407189,5.838305919,2.99650564,0.498363731,1.854683745,-1.96830553
KOR,2015,0.006342134,0.038986553,9.976232718,5.732110911,2.937204575,0.519288559,1.59361321,-2.027716352
KOR,2016,0.006836953,0.036812412,10.16639146,5.65710489,2.951516448,0.517551438,1.643637036,-2.111990709
KOR,2017,0.010616237,0.038641296,10.43141024,5.755656748,2.923449345,0.49254332,1.689713486,-2.026530539
KOR,2018,0.0107764,0.037256312,10.45114756,5.755692185,2.948503269,0.49288378,1.688108066,-2.055932458
KOR,2019,0.00436857,0.034773566,10.24542374,5.546686406,2.961634336,0.507283609,1.449017557,-2.163871509
LAO,1995,-0.00016546,-0.023928801,4.265300512,0.002397679,2.036796223,0.266547635,-0.584733311,-9.274345702
LAO,1996,-0.000169225,-0.023994696,4.419477525,0.002390572,2.010964498,0.352630989,-0.816033548,-9.421061403
LAO,1997,-0.000139001,-0.024444017,4.296189383,0.00185326,2.284228201,0.381144172,-0.841678908,-9.515507759
LAO,1998,-0.000151741,-0.024595591,4.547106693,0.001584163,2.362883107,0.373787932,-0.841678908,-9.479527862
LAO,1999,-0.000155233,-0.024073994,4.555136886,0.001871804,2.170543003,0.346820909,-0.841678908,-9.45624091
LAO,2000,-0.000145608,-0.023243742,4.397588023,0.00128297,1.716750408,0.276836271,-0.800404803,-9.35884038
LAO,2001,-0.00016237,-0.023592581,4.785442004,0.001061489,1.683071259,0.246392547,-0.841678908,-9.458801731
LAO,2002,-0.00014641,-0.023705493,4.400933195,0.000801279,1.644015621,0.238642994,-0.841678908,-9.488732398
LAO,2003,-0.000148586,-0.0244547,4.087681521,0.000506618,1.696801112,0.228182267,-0.837790067,-9.644204955
LAO,2004,-0.000153259,-0.02440833,4.424726299,0.000566577,1.644015621,0.190847038,-0.823982367,-9.565587764
LAO,2005,-0.000160382,-0.023898129,4.417244234,0.000887106,1.651760897,0.209668395,-0.813224033,-9.223425612
LAO,2006,-0.000163993,-0.023599708,4.524470678,0.001215351,1.650816063,0.145908837,-0.648665132,-8.995922781
LAO,2007,-0.000164613,-0.023812148,4.515205989,0.001231223,1.723406698,0.141702844,-0.668859087,-8.944888571
LAO,2008,-0.000142706,-0.023118395,4.425892116,0.001280607,1.644015621,0.173699465,-0.751252481,-8.803343105
LAO,2009,-0.000142158,-0.022477268,4.153103587,0.001582585,1.644015621,0.204009185,-0.841678908,-8.550724122
LAO,2010,-0.000140461,-0.022151999,4.27254929,0.001938276,1.644015621,0.229744161,-0.782437952,-8.334859135
LAO,2011,-0.000123176,-0.02260683,4.735598437,0.002241107,1.732119661,0.222479612,-0.757889236,-8.151786481
LAO,2012,-0.000148281,-0.022268582,4.932916647,0.003051142,1.924852588,0.233888108,-0.77312471,-7.936834042
LAO,2013,-0.000139712,-0.021876884,4.455898411,0.002372971,1.714751524,0.197510312,-0.746641745,-8.093161514
LAO,2014,-9.62E-05,-0.022359853,4.085220943,0.00190989,1.660916464,0.189026114,-0.707169966,-8.197318652
LAO,2015,-7.52E-05,-0.022327903,4.082325716,0.001978515,1.664353056,0.153192244,-0.746651489,-8.131906981
LAO,2016,-9.36E-05,-0.021553835,3.96918288,0.002492254,1.645293932,0.16229221,-0.729849582,-8.029229931
LAO,2017,-9.33E-05,-0.021862482,4.515298648,0.003192315,1.809576741,0.183469168,-0.722375254,-7.824433586
LAO,2018,-8.82E-05,-0.021300894,4.456877307,0.003214918,1.644015621,0.134745479,-0.68820869,-7.819782612
LAO,2019,-9.82E-05,-0.021759925,4.719841905,0.004291536,1.808026684,0.174987369,-0.681287356,-7.68618152
LTU,1995,-2.56E-05,-0.022113768,6.053776728,0.086515057,2.976167888,0.133714479,-0.582855654,-7.359306211
LTU,1996,-7.05E-05,-0.021857866,6.174279539,0.141542058,3.046118718,0.534770262,-0.699797179,-7.088760503
LTU,1997,-0.0001108,-0.021356143,6.512772603,0.237474092,3.070685446,0.133714479,-0.574700525,-6.870657009
LTU,1998,-7.33E-05,-0.021936533,6.629831805,0.209681552,3.057683293,0.133714479,-0.575558423,-6.953295679
LTU,1999,1.96E-05,-0.02310753,6.163536293,0.129059078,3.093224993,0.133714479,-0.590116577,-7.298118497
LTU,2000,-1.92E-05,-0.022498608,6.304965029,0.129098017,3.109173303,0.155786038,-0.598399984,-7.209728316
LTU,2001,-2.47E-05,-0.022149213,6.804426588,0.17302922,3.10281373,0.150317029,-0.595110855,-6.938161911
LTU,2002,-1.76E-05,-0.02142171,6.85457836,0.213164695,3.139232323,0.174630506,-0.600068126,-6.754180479
LTU,2003,5.09E-05,-0.020173558,6.894865178,0.295106102,3.125966592,0.204982418,-0.597022204,-6.526983217
LTU,2004,-6.99E-05,-0.019751014,7.411889949,0.369116739,3.095435297,0.182970275,-0.609461639,-6.50035205
LTU,2005,-0.000125569,-0.01823637,7.319000046,0.426667156,3.101231001,0.250806867,-0.623903156,-6.340767304
LTU,2006,-0.000114866,-0.018462989,7.270071661,0.521424816,3.137803684,0.209220296,-0.616268626,-6.2900458
LTU,2007,-0.000130138,-0.020211448,7.270017783,0.542140995,3.182020564,0.142511174,-0.619234658,-6.271063113
LTU,2008,-0.000117434,-0.01584414,7.565829814,0.806811681,3.127798238,0.168635073,-0.640951532,-6.060149038
LTU,2009,-0.000128322,-0.017222747,7.159941468,0.616789038,3.15482626,0.202894853,-0.669735675,-6.269344683
LTU,2010,-0.000105089,-0.016138166,7.249712402,0.765470913,3.093108991,0.198111551,-0.613277869,-6.151762416
LTU,2011,-0.000103945,-0.014822589,7.447013982,0.830879113,3.056003724,0.214053582,-0.602655462,-6.009703877
LTU,2012,-0.000121431,-0.01380874,7.240713241,0.905813877,3.021740223,0.165974717,-0.601991908,-5.99072602
LTU,2013,-9.36E-05,-0.014923159,7.158445877,0.997095142,3.095652655,0.18371933,-0.582431563,-5.889214143
LTU,2014,-2.68E-05,-0.018358927,6.932892894,0.862462415,3.212683034,0.180255229,-0.617297125,-6.140831753
LTU,2015,3.99E-08,-0.019534755,6.951498001,0.907335854,3.306827612,0.206287658,-0.589911463,-6.169436856
LTU,2016,-1.70E-05,-0.019956396,7.160185351,0.947768052,3.332946997,0.211211833,-0.595234166,-6.137803551
LTU,2017,-1.55E-05,-0.019729606,7.516397377,1.092271294,3.348813159,0.204023417,-0.583514406,-6.079899337
LTU,2018,-1.21E-05,-0.018755369,7.550364127,1.090948271,3.314601133,0.181366373,-0.605553188,-6.052861767
LTU,2019,-3.61E-06,-0.01822921,7.575267551,1.25120387,3.336504103,0.196253883,-0.583657286,-5.965102694
LUX,1995,0.000474929,0.006058071,10.25584206,1.321744094,2.426902842,0.15901774,-0.262053959,-4.165822369
LUX,1996,0.000524943,0.005121466,10.06341861,1.330816012,2.467398553,0.162048325,-0.319869244,-4.204487027
LUX,1997,0.000509377,0.005763143,10.30821878,1.447677804,2.561648657,0.179313519,-0.218596053,-4.22595645
LUX,1998,0.000562726,0.008161906,10.66018515,1.734911321,2.569517752,0.183874025,-0.161560222,-4.058530626
LUX,1999,0.00184534,0.003691717,10.58736558,1.940373089,2.737392093,0.248900205,-0.128119282,-4.080222805
LUX,2000,0.001899154,0.004447702,10.61421815,1.96714046,2.738230551,0.254338418,-0.108760118,-4.095608701
LUX,2001,0.001324035,0.006326147,10.9819873,2.061518912,2.685816498,0.237180765,-0.103659952,-3.988999087
LUX,2002,0.000723075,0.0066031,10.87779309,2.063994426,2.642165154,0.232004418,-0.130964126,-3.991455953
LUX,2003,0.00102352,0.007025312,11.00778942,2.142357961,2.678420743,0.228681452,-0.139322047,-3.927617165
LUX,2004,0.001188597,0.008228874,11.08258006,2.250584229,2.688556973,0.226319993,-0.133807394,-3.859515094
LUX,2005,0.000384721,0.008592999,11.10184215,2.524170531,2.81856189,0.283273479,-0.152661128,-3.87453721
LUX,2006,0.001125524,0.009765481,11.04752971,2.549198472,2.800889866,0.25404523,-0.120413958,-3.788454869
LUX,2007,0.001546575,0.008929807,11.07223606,2.775781276,2.905968395,0.291981522,-0.177412659,-3.815829761
LUX,2008,0.000753966,0.006121278,10.89450369,2.410419573,2.828538243,0.269437029,-0.212488689,-3.921394935
LUX,2009,0.000929213,0.008916475,10.93536447,2.784139364,2.860256985,0.306850507,-0.106020532,-3.713761788
LUX,2010,0.001003727,0.007626004,10.8869683,2.801709371,2.873070202,0.303036285,-0.06723139,-3.784251444
LUX,2011,0.000918947,0.006342785,10.82227733,2.717499503,2.896212852,0.35518305,-0.152994242,-3.902915455
LUX,2012,0.006444708,0.006037082,10.68108378,2.70840944,2.922004469,0.320412662,-0.132918263,-3.936688001
LUX,2013,0.005215596,0.007138196,10.52214101,2.879411426,2.927622812,0.318165414,-0.060136222,-3.832234622
LUX,2014,0.00706923,0.008465178,10.40107905,3.048689802,2.920423163,0.324744068,-0.006222011,-3.730457985
LUX,2015,0.011229394,0.008645725,10.4842708,3.180738888,2.963748019,0.34450731,0.094769241,-3.678019359
LUX,2016,0.009833975,0.010350546,10.80763615,3.304291912,2.955538486,0.317862313,0.125474646,-3.594388992
LUX,2017,0.006471558,0.008184976,10.87321134,3.065728504,2.959276609,0.321592504,0.071201026,-3.716522342
LUX,2018,0.005554073,0.006472126,10.85546592,2.855057482,2.957937843,0.326994971,-0.028067351,-3.798279897
LUX,2019,0.012236915,0.009325254,10.95182843,3.205322593,2.98076162,0.327385125,0.10312909,-3.634878092
LVA,1995,-5.49E-05,-0.02351366,5.92405845,0.04871673,3.100049561,0.153503035,-0.592955979,-7.866150077
LVA,1996,-6.22E-05,-0.023086937,6.130364029,0.093610177,3.182528621,0.575014086,-0.767626653,-7.554368171
LVA,1997,-0.000110559,-0.023590643,6.366699803,0.08667167,3.18174261,0.162784043,-0.599402574,-7.550532591
LVA,1998,-8.15E-05,-0.02396084,6.81156538,0.11692099,3.204364475,0.150011312,-0.592839284,-7.420472691
LVA,1999,-4.02E-05,-0.024373786,6.393257445,0.089143663,3.204669183,0.14144367,-0.59836839,-7.62054002
LVA,2000,-5.85E-05,-0.024183207,6.447422261,0.085841899,3.205377783,0.145733799,-0.610231379,-7.611951274
LVA,2001,-5.26E-05,-0.023720962,6.953433622,0.113149564,3.159574179,0.133714479,-0.608195831,-7.393502999
LVA,2002,-9.26E-05,-0.023584502,6.738357289,0.102101392,3.144504144,0.135696959,-0.61996283,-7.335745176
LVA,2003,-7.49E-05,-0.023703791,6.878366488,0.103988351,3.178610102,0.133714479,-0.622926352,-7.30133579
LVA,2004,-9.96E-05,-0.023602786,7.238911398,0.138921944,3.177717391,0.133714479,-0.636515797,-7.214705801
LVA,2005,-0.000134893,-0.023428828,7.233347046,0.160957696,3.226907928,0.133714479,-0.656209968,-7.164375472
LVA,2006,-0.000119203,-0.02286052,7.119783113,0.188881877,3.197806175,0.133714479,-0.651151261,-7.034669755
LVA,2007,-0.000135635,-0.022409783,7.360741452,0.227426492,3.190564885,0.133714479,-0.650026914,-6.870679172
LVA,2008,-0.000115312,-0.022996223,7.234377893,0.226056921,3.224876252,0.133714479,-0.702088312,-7.027982424
LVA,2009,-0.00012549,-0.023557274,6.988040557,0.210027672,3.273508423,0.144509625,-0.714233419,-7.158121015
LVA,2010,-0.000110363,-0.02339258,7.159694611,0.197477405,3.210504322,0.141428867,-0.670320063,-7.146957077
LVA,2011,-9.24E-05,-0.022983466,7.320579486,0.231458752,3.182509279,0.162598339,-0.669414228,-7.035168284
LVA,2012,-9.76E-05,-0.022348048,7.139183224,0.256215327,3.129423428,0.14150249,-0.677185986,-7.025039939
LVA,2013,-9.34E-05,-0.022371537,7.006169237,0.246478106,3.116338206,0.143480284,-0.666617353,-7.000886435
LVA,2014,-4.06E-05,-0.023195274,6.742749302,0.245476298,3.15971796,0.144656206,-0.683622786,-7.010688742
LVA,2015,1.92E-05,-0.0232902,6.555661201,0.21568256,3.194451911,0.17105229,-0.66006002,-7.105611273
LVA,2016,-1.38E-05,-0.02332027,6.811792185,0.218258836,3.203373453,0.164867567,-0.663643975,-7.073847644
LVA,2017,-1.72E-05,-0.023159831,7.067821611,0.229844076,3.192248434,0.173648222,-0.662946027,-7.036509529
LVA,2018,-3.76E-05,-0.022980277,7.120891075,0.242799242,3.184159577,0.167780653,-0.689603542,-7.010267632
LVA,2019,-4.22E-05,-0.022723197,7.015801508,0.25037757,3.181802061,0.177151675,-0.67989944,-7.023328882
MAR,1995,0.001619628,-0.01006273,7.131504197,0.289262996,2.736107283,0.273041143,-0.516860243,-5.616769073
