country_text_id,country_name,year,rule_based_governance_t_minus_1,v2x_rule_t,populism_gov_election_raw,populism_gov_annual,populism_gov_annual_l1,populism_gov_annual_l2,within_module_degree_zscore_w,within_module_degree_zscore_w_t_minus_1,algebraic_connectivity_vitality_w,algebraic_connectivity_vitality_w_t_minus_1,efficiency_vitality_w,efficiency_vitality_w_t_minus_1,flow_betweenness_log1p_w,flow_betweenness_log1p_w_t_minus_1,communicability_betweenness_asinh_w,communicability_betweenness_asinh_w_t_minus_1,shannon_entropy_w,shannon_entropy_w_t_minus_1,participation_coefficient_w,participation_coefficient_w_t_minus_1,laplacian_centrality_log_w,laplacian_centrality_log_w_t_minus_1,ln_gdp_t_minus_2,ln_tradeopen_t_minus_2,asinh_fdi_t_minus_2,asinh_inflation_winsor_t_minus_2,sample_modelB_C_common_rawIV,source_election_year,historical_fill_source_year,historical_fill_value,historical_prefill_applied,is_election_year_observed,ln_gdp_t_minus_2_source_year,ln_tradeopen_t_minus_2_source_year,asinh_fdi_t_minus_2_source_year,asinh_inflation_winsor_t_minus_2_source_year,sample_all_8_indicators_rawIV
COL,Colombia,2015,0.762,0.76,,0.3975299860529986,0.3975299860529986,0.3647402452619843,-0.65612051,-0.757721848,0.001530331,0.0012157,-0.011053521,-0.007804176,7.615348419,7.673607591,0.464811936,0.646632288,2.935768856,2.815865241,0.650661275,0.654079808,-5.211377392,-4.955247514,26.66893169578476,3.637234750564305,2.151914576841471,1.451208913972726,1,2014,1991,0.518,0,0,2013,2013,2013,2013,1
COL,Colombia,2016,0.76,0.763,,0.3975299860529986,0.3975299860529986,0.3975299860529986,-0.720400408,-0.65612051,0.001330141,0.001530331,-0.012201205,-0.011053521,7.783900557,7.615348419,0.457032423,0.464811936,2.983764609,2.935768856,0.645064696,0.650661275,-5.319308139,-5.211377392,26.6666972024102,3.624006627532134,2.151581399602262,1.785961290891819,1,2014,1991,0.518,0,0,2014,2014,2014,2014,1
CRI,Costa Rica,1996,0.953,0.953,,0.379,0.379,0.379,-0.626131637,-0.561780369,-6e-06,8.02e-06,-0.015436258,-0.015655676,6.773985503,6.806729912,0.043317407,0.031717446,2.328776393,2.276737966,0.485188604,0.398610239,-6.199738205,-6.272169947,23.07367908152444,4.356674313222486,1.765605492114101,3.299748829738707,1,1994,1990,0.534,0,0,1994,1994,1994,1994,1
CRI,Costa Rica,1997,0.953,0.947,,0.379,0.379,0.379,-0.625313804,-0.626131637,-4.32e-05,-6e-06,-0.014694897,-0.015436258,7.085536801,6.773985503,0.049096528,0.043317407,2.329214147,2.328776393,0.477508254,0.485188604,-6.064832977,-6.199738205,23.17242390792861,4.379202331944791,1.78949097514312,3.837182005699602,1,1994,1990,0.534,0,0,1995,1995,1995,1995,1
CRI,Costa Rica,1998,0.947,0.95,0.534,0.534,0.379,0.379,-0.619821047,-0.625313804,9.63e-05,-4.32e-05,-0.013744489,-0.014694897,7.410311372,7.085536801,0.058258275,0.049096528,2.357749835,2.329214147,0.494410468,0.477508254,-5.948213505,-6.064832977,23.18100891717,4.431497091274135,2.007686768925177,3.556816538913695,1,1998,1990,0.534,0,1,1996,1996,1996,1996,1
CRI,Costa Rica,1999,0.95,0.95,,0.534,0.534,0.379,-0.622087927,-0.619821047,-8.47e-05,9.63e-05,-0.014911553,-0.013744489,7.228333333,7.410311372,0.048853162,0.058258275,2.445509972,2.357749835,0.50836472,0.494410468,-6.042287636,-5.948213505,23.25812089909767,4.472931649811482,1.893425125388842,3.278418486394635,1,1998,1990,0.534,0,0,1997,1997,1997,1997,1
CRI,Costa Rica,2000,0.95,0.95,,0.534,0.534,0.534,-0.677310111,-0.622087927,-2.27e-05,-8.47e-05,-0.015582064,-0.014911553,7.213730891,7.228333333,0.040772328,0.048853162,2.388146362,2.445509972,0.499063552,0.50836472,-6.100722872,-6.042287636,23.33951180796289,4.522201765985805,2.207298274238996,3.151085309948061,1,1998,1990,0.534,0,0,1998,1998,1998,1998,1
CRI,Costa Rica,2001,0.95,0.95,,0.534,0.534,0.534,-0.634611078,-0.677310111,8.64e-06,-2.27e-05,-0.0159828,-0.015582064,7.430660186,7.213730891,0.04150973,0.040772328,2.458744415,2.388146362,0.514803695,0.499063552,-6.141657403,-6.100722872,23.38036417902532,4.472079996221984,2.175309485505055,3.002718580407604,1,1998,1990,0.534,0,0,1999,1999,1999,1999,1
CRI,Costa Rica,2002,0.95,0.95,0.47,0.47,0.534,0.534,-0.598123057,-0.634611078,-6.95e-05,8.64e-06,-0.016177798,-0.0159828,7.474843572,7.430660186,0.04328587,0.04150973,2.482562895,2.458744415,0.510867162,0.514803695,-6.174138166,-6.141657403,23.4322242696079,4.460432505534545,2.276200315148253,3.089615016600433,1,2002,1990,0.534,0,1,2000,2000,2000,2000,1
CRI,Costa Rica,2003,0.95,0.95,,0.47,0.47,0.534,-0.603338348,-0.598123057,-0.000134266,-6.95e-05,-0.016605875,-0.016177798,7.457583255,7.474843572,0.041229944,0.04328587,2.520921635,2.482562895,0.52224622,0.510867162,-6.246153979,-6.174138166,23.49436434542978,4.392629706877097,2.068263977819082,3.115981881267433,1,2002,1990,0.534,0,0,2001,2001,2001,2001,1
CRI,Costa Rica,2004,0.95,0.95,,0.47,0.47,0.47,-0.579984155,-0.603338348,-9.71e-05,-0.000134266,-0.017711194,-0.016605875,7.435868088,7.457583255,0.035060731,0.041229944,2.602860697,2.520921635,0.524731162,0.52224622,-6.406998779,-6.246153979,23.5313918554922,4.387187598161434,2.178971413336744,2.911775502722513,1,2002,1990,0.534,0,0,2002,2002,2002,2002,1
CRI,Costa Rica,2005,0.95,0.944,,0.47,0.47,0.47,-0.589455716,-0.579984155,-6.66e-05,-9.71e-05,-0.018186521,-0.017711194,7.346441585,7.435868088,0.037431267,0.035060731,2.7599701,2.602860697,0.562914564,0.524731162,-6.414598636,-6.406998779,23.57233866409175,4.422781117342033,2.205770731465428,2.941695114185401,1,2002,1990,0.534,0,0,2003,2003,2003,2003,1
CRI,Costa Rica,2006,0.944,0.935,0.324,0.324,0.47,0.47,-0.626530337,-0.589455716,2.67e-05,-6.66e-05,-0.017673092,-0.018186521,7.340171752,7.346441585,0.041344922,0.037431267,2.692430421,2.7599701,0.411819416,0.562914564,-6.355133032,-6.414598636,23.64699687088385,4.445664092122978,2.462276995048788,3.20559461182314,1,2006,1990,0.534,0,1,2004,2004,2004,2004,1
CRI,Costa Rica,2007,0.935,0.935,,0.324,0.324,0.47,-0.647827594,-0.626530337,-0.000131611,2.67e-05,-0.01835753,-0.017673092,7.344192938,7.340171752,0.032227871,0.041344922,2.707675432,2.692430421,0.416132638,0.411819416,-6.458788251,-6.355133032,23.7210281723788,4.491135086823572,2.729298569911159,3.319002703065863,1,2006,1990,0.534,0,0,2005,2005,2005,2005,1
CRI,Costa Rica,2008,0.935,0.935,,0.324,0.324,0.324,-0.670985909,-0.647827594,-0.000134141,-0.000131611,-0.017608027,-0.01835753,7.181418444,7.344192938,0.033780512,0.032227871,2.638622658,2.707675432,0.58051439,0.416132638,-6.382355378,-6.458788251,23.84631512298925,4.497747040278404,2.767565089210367,3.134828813330766,1,2006,1990,0.534,0,0,2006,2006,2006,2006,1
CRI,Costa Rica,2009,0.935,0.938,,0.324,0.324,0.324,-0.593548528,-0.670985909,-7.38e-05,-0.000134141,-0.017473634,-0.017608027,7.140707283,7.181418444,0.035470308,0.033780512,2.618523491,2.638622658,0.570457491,0.58051439,-6.375551211,-6.382355378,24.01482321489073,4.459642505851999,2.817478931942459,2.932141141272394,1,2006,1990,0.534,0,0,2007,2007,2007,2007,1
CRI,Costa Rica,2010,0.938,0.94,0.324,0.324,0.324,0.324,-0.752405706,-0.593548528,-8.18e-06,-7.38e-05,-0.017679713,-0.017473634,6.983687038,7.140707283,0.035026166,0.035470308,2.598973022,2.618523491,0.588441147,0.570457491,-6.371698261,-6.375551211,24.15083720390585,4.459005183889675,2.765122315519582,3.291610205979723,1,2010,1990,0.534,0,1,2008,2008,2008,2008,1
CRI,Costa Rica,2011,0.94,0.941,,0.324,0.324,0.324,-0.665102226,-0.752405706,1.4e-05,-8.18e-06,-0.018425255,-0.017679713,6.928080674,6.983687038,0.031379168,0.035026166,2.652163591,2.598973022,0.589964354,0.588441147,-6.461408658,-6.371698261,24.14901644953915,4.245050999236863,2.360607202114614,2.7567705122145,1,2010,1990,0.534,0,0,2009,2009,2009,2009,1
CRI,Costa Rica,2012,0.941,0.941,,0.324,0.324,0.324,-0.697207987,-0.665102226,4.97e-05,1.4e-05,-0.017802757,-0.018425255,6.808553819,6.928080674,0.032933271,0.031379168,2.630234904,2.652163591,0.554286228,0.589964354,-6.36163124,-6.461408658,24.35182763490742,4.212306688272057,2.324857296159335,2.434764668906378,1,2010,1990,0.534,0,0,2010,2010,2010,2010,1
CRI,Costa Rica,2013,0.941,0.935,,0.324,0.324,0.324,-0.830268738,-0.697207987,7.44e-05,4.97e-05,-0.018410055,-0.017802757,6.606554497,6.808553819,0.030488369,0.032933271,2.705489948,2.630234904,0.613316889,0.554286228,-6.412490906,-6.36163124,24.47893004609404,4.228863020769673,2.554215338918222,2.288226784854927,1,2010,1990,0.534,0,0,2011,2011,2011,2011,1
CRI,Costa Rica,2014,0.935,0.943,0.608,0.608,0.324,0.324,-0.825848704,-0.830268738,0.000290992,7.44e-05,-0.01859905,-0.018410055,6.44282897,6.606554497,0.03151288,0.030488369,2.742588195,2.705489948,0.618991542,0.613316889,-6.401207593,-6.412490906,24.57833017066863,4.205416824182369,2.442716264403437,2.208360881804538,1,2014,1990,0.534,0,1,2012,2012,2012,2012,1
CRI,Costa Rica,2015,0.943,0.942,,0.608,0.608,0.324,-0.71176901,-0.825848704,0.000280299,0.000290992,-0.018800809,-0.01859905,6.545086162,6.44282897,0.034776699,0.03151288,2.831819175,2.742588195,0.629960466,0.618991542,-6.376962336,-6.401207593,24.6541040969212,4.159920210793667,2.538568584367961,2.356826338747338,1,2014,1990,0.534,0,0,2013,2013,2013,2013,1
CRI,Costa Rica,2016,0.942,0.943,,0.608,0.608,0.608,-0.770923483,-0.71176901,0.000333107,0.000280299,-0.018281368,-0.018800809,6.985183976,6.545086162,0.043817133,0.034776699,2.860748348,2.831819175,0.635560758,0.629960466,-6.281637185,-6.376962336,24.67482506064059,4.177325135573427,2.529368617611784,2.213504541241631,1,2014,1990,0.534,0,0,2014,2014,2014,2014,1
MEX,Mexico,1996,0.483,0.483,,0.111,0.111,0.111,0.508999335,0.42819411,0.001650023,0.001111722,0.051679748,0.045814878,8.181339662,8.310958333,3.816285904,3.46865727,1.644015621,1.644015621,0.23819938,0.174801528,-2.288472496,-2.555331556,27.03974120295507,3.372745509819806,1.435539143069971,2.639274293186543,1,1994,1991,0.132,0,0,1994,1994,1994,1994,1
MEX,Mexico,1997,0.483,0.501,0.111,0.111,0.111,0.111,0.499256209,0.508999335,0.002180865,0.001650023,0.054852096,0.051679748,8.388077392,8.181339662,4.005226223,3.816285904,1.644015621,1.644015621,0.241132899,0.23819938,-2.131766863,-2.288472496,26.66385139821565,3.776565913579391,1.649412711824365,4.248678449197318,1,1997,1991,0.132,0,1,1995,1995,1995,1995,1
MEX,Mexico,1998,0.501,0.501,,0.111,0.111,0.111,0.52207138,0.499256209,0.001894087,0.002180865,0.057487327,0.054852096,8.714482686,8.388077392,4.190557037,4.005226223,1.644015621,1.644015621,0.284690814,0.241132899,-2.060372109,-2.131766863,26.79205697185267,3.866352265005467,1.498400363662234,4.230786614274561,1,1997,1991,0.132,0,0,1996,1996,1996,1996,1
MEX,Mexico,1999,0.501,0.501,,0.111,0.111,0.111,0.568379737,0.52207138,0.003232578,0.001894087,0.062171398,0.057487327,8.711487445,8.714482686,4.351666344,4.190557037,1.644015621,1.644015621,0.284912265,0.284690814,-1.920023404,-2.060372109,26.98370645470929,3.839277578437295,1.628881403534924,3.720268737962088,1,1997,1991,0.132,0,0,1997,1997,1997,1997,1
MEX,Mexico,2000,0.501,0.613,0.169,0.169,0.111,0.111,0.540882452,0.568379737,0.002002314,0.003232578,0.06410298,0.062171398,8.986753998,8.711487445,4.455609151,4.351666344,1.644015621,1.644015621,0.295782351,0.284912265,-1.827747808,-1.920023404,27.04665856678049,3.87186504330661,1.56563089320926,3.462234456004315,1,2000,1991,0.132,0,1,1998,1998,1998,1998,1
MEX,Mexico,2001,0.613,0.616,,0.169,0.169,0.111,0.631708372,0.540882452,0.000854278,0.002002314,0.059769911,0.06410298,9.406190263,8.986753998,4.493350062,4.455609151,1.644015621,1.644015621,0.344605891,0.295782351,-1.900864935,-1.827747808,27.17096680320262,3.871456177852339,1.533165738532383,3.502590634001681,1,2000,1991,0.132,0,0,1999,1999,1999,1999,1
MEX,Mexico,2002,0.616,0.616,,0.169,0.169,0.169,0.740143177,0.631708372,0.000616534,0.000854278,0.058393979,0.059769911,9.405326963,9.406190263,4.557216501,4.493350062,1.644015621,1.644015621,0.361350666,0.344605891,-1.910625691,-1.900864935,27.3326977313465,3.910229581950209,1.63872704282459,2.94631385115966,1,2000,1991,0.132,0,0,2000,2000,2000,2000,1
MEX,Mexico,2003,0.616,0.591,0.154,0.154,0.169,0.169,0.770921453,0.740143177,0.001069062,0.000616534,0.053880253,0.058393979,9.250781152,9.405326963,4.494608313,4.557216501,1.644015621,1.644015621,0.389128609,0.361350666,-2.055788072,-1.910625691,27.40294616340476,3.800870392632938,2.038922240923762,2.550500762042842,1,2003,1991,0.132,0,1,2001,2001,2001,2001,1
MEX,Mexico,2004,0.591,0.591,,0.154,0.154,0.169,0.80029111,0.770921453,0.001182757,0.001069062,0.049693736,0.053880253,9.271684024,9.250781152,4.366149437,4.494608313,1.690041839,1.644015621,0.416608878,0.389128609,-2.203510489,-2.055788072,27.4211221125836,3.811314524693587,1.642339053678253,2.318446730721788,1,2003,1991,0.132,0,0,2002,2002,2002,2002,1
MEX,Mexico,2005,0.591,0.591,,0.154,0.154,0.154,0.760894702,0.80029111,0.000985238,0.001182757,0.047969882,0.049693736,9.34216684,9.271684024,4.387887961,4.366149437,1.825495221,1.690041839,0.450272065,0.416608878,-2.229363489,-2.203510489,27.3638603245099,3.885687590233384,1.598568335048224,2.219471574011472,1,2003,1991,0.132,0,0,2003,2003,2003,2003,1
MEX,Mexico,2006,0.591,0.592,0.109,0.109,0.154,0.154,0.725556759,0.760894702,0.001159313,0.000985238,0.046484479,0.047969882,9.386109908,9.34216684,4.372386009,4.387887961,1.860513712,1.825495221,0.225003929,0.450272065,-2.259174018,-2.229363489,27.43191048084196,3.952024568130652,1.839798577120463,2.249424539725989,1,2006,1991,0.132,0,1,2004,2004,2004,2004,1
MEX,Mexico,2007,0.592,0.583,,0.109,0.109,0.154,0.681685548,0.725556759,0.000641464,0.001159313,0.042205538,0.046484479,9.403628167,9.386109908,4.29495157,4.372386009,1.967110978,1.860513712,0.239910236,0.225003929,-2.382901936,-2.259174018,27.54499672828186,3.962005689725358,1.733609106383695,2.09181190249656,1,2006,1991,0.132,0,0,2005,2005,2005,2005,1
MEX,Mexico,2008,0.583,0.584,,0.109,0.109,0.109,0.659798115,0.681685548,0.00078379,0.000641464,0.039202728,0.042205538,9.256116515,9.403628167,4.237171511,4.29495157,2.010803042,1.967110978,0.505489203,0.239910236,-2.428659592,-2.382901936,27.65108357013543,3.997872502654801,1.516728014045132,2.000692772578373,1,2006,1991,0.132,0,0,2006,2006,2006,2006,1
MEX,Mexico,2009,0.584,0.584,0.109,0.109,0.109,0.109,0.887369705,0.659798115,0.001481438,0.00078379,0.040462742,0.039202728,8.966139294,9.256116515,4.34546265,4.237171511,1.994151145,2.010803042,0.500188692,0.505489203,-2.363170818,-2.428659592,27.72847041978562,4.012022616179091,1.757922906618467,2.086640745146991,1,2009,1991,0.132,0,1,2007,2007,2007,2007,1
MEX,Mexico,2010,0.584,0.587,,0.109,0.109,0.109,0.619376212,0.887369705,0.00072612,0.001481438,0.040664343,0.040462742,9.24524641,8.966139294,4.419041142,4.34546265,1.99017093,1.994151145,0.518277596,0.500188692,-2.293246177,-2.363170818,27.78077941454203,4.031853399570786,1.670407016992239,2.336659456998974,1,2009,1991,0.132,0,0,2008,2008,2008,2008,1
MEX,Mexico,2011,0.587,0.587,,0.109,0.109,0.109,0.664307766,0.619376212,0.001132688,0.00072612,0.037985741,0.040664343,9.246533076,9.24524641,4.335216277,4.419041142,2.036837016,1.99017093,0.528839236,0.518277596,-2.373681379,-2.293246177,27.57279586677762,3.999882628296919,1.480200168782681,2.36914708206279,1,2009,1991,0.132,0,0,2009,2009,2009,2009,1
MEX,Mexico,2012,0.587,0.556,0.08739004149377592,0.08739004149377592,0.109,0.109,0.776449269,0.664307766,0.001000806,0.001132688,0.040008943,0.037985741,9.219934457,9.246533076,4.415462806,4.335216277,2.043375457,2.036837016,0.513136532,0.528839236,-2.278533662,-2.373681379,27.73125030367084,4.082160377752748,1.740451367472632,2.132039871960778,1,2012,1991,0.132,0,1,2010,2010,2010,2010,1
MEX,Mexico,2013,0.556,0.473,,0.08739004149377592,0.08739004149377592,0.109,0.558803265,0.776449269,0.001337047,0.001000806,0.040171949,0.040008943,9.038224184,9.219934457,4.428464674,4.415462806,2.028875201,2.043375457,0.536001527,0.513136532,-2.252388937,-2.278533662,27.8372330965046,4.129750110670217,1.418410758364394,1.939959093799289,1,2012,1991,0.132,0,0,2011,2011,2011,2011,1
MEX,Mexico,2014,0.473,0.473,,0.08739004149377592,0.08739004149377592,0.08739004149377592,0.523147372,0.558803265,0.002216233,0.001337047,0.04051757,0.040171949,8.79845016,9.038224184,4.427356749,4.428464674,2.005198464,2.028875201,0.533475003,0.536001527,-2.230128143,-2.252388937,27.85824467254421,4.1629051696966,1.168173388122602,2.12140875307391,1,2012,1991,0.132,0,0,2012,2012,2012,2012,1
MEX,Mexico,2015,0.473,0.483,0.08535999999999999,0.08535999999999999,0.08739004149377592,0.08739004149377592,0.82669832,0.523147372,0.003219897,0.002216233,0.044770108,0.04051757,8.816648064,8.79845016,4.559895092,4.427356749,2.039597103,2.005198464,0.532700018,0.533475003,-2.123456311,-2.230128143,27.91427059665673,4.138228660092229,2.054326848164115,2.046653316819853,1,2015,1991,0.132,0,1,2013,2013,2013,2013,1
MEX,Mexico,2016,0.483,0.483,,0.08535999999999999,0.08535999999999999,0.08739004149377592,0.803721575,0.82669832,0.002666593,0.003219897,0.045451471,0.044770108,9.173841366,8.816648064,4.687235821,4.559895092,2.038243113,2.039597103,0.530933468,0.532700018,-2.069141331,-2.123456311,27.94181483308037,4.160419543573695,1.4806505881435,2.099217749377038,1,2015,1991,0.132,0,0,2014,2014,2014,2014,1
PER,Peru,1996,0.165,0.169,,0.747,0.747,0.75,-0.622978289,-0.548534975,0.000241633,0.000164623,-0.018259483,-0.018689916,6.261468709,6.321063182,0.124880909,0.113296184,3.138560119,3.088180077,0.642518233,0.449455396,-6.148615791,-6.236507142,24.52730443770417,3.364636980096154,2.689541818029917,3.860621600370011,1,1995,1992,0.75,0,0,1994,1994,1994,1994,1
PER,Peru,1997,0.169,0.167,,0.747,0.747,0.747,-0.621851521,-0.622978289,0.000463391,0.000241633,-0.017490009,-0.018259483,6.439118463,6.261468709,0.144459044,0.124880909,3.113521303,3.138560119,0.631170137,0.642518233,-6.022310634,-6.148615791,24.69944217097345,3.431636632685211,2.271663437795679,3.104687322629127,1,1995,1992,0.75,0,0,1995,1995,1995,1995,1
PER,Peru,1998,0.167,0.166,,0.747,0.747,0.747,-0.619956695,-0.621851521,0.000270353,0.000463391,-0.017792927,-0.017490009,6.761733709,6.439118463,0.112369534,0.144459044,3.065402635,3.113521303,0.613259513,0.631170137,-6.093498602,-6.022310634,24.73517787105579,3.454870970456629,2.537165906378092,3.140660803878279,1,1995,1992,0.75,0,0,1996,1996,1996,1996,1
PER,Peru,1999,0.166,0.166,,0.747,0.747,0.747,-0.619756789,-0.619956695,0.000292451,0.000270353,-0.01895877,-0.017792927,6.699070577,6.761733709,0.115526795,0.112369534,3.048786805,3.065402635,0.603037682,0.613259513,-6.182276445,-6.093498602,24.78624911005975,3.510635946283932,2.013772731521692,2.843895932393885,1,1995,1992,0.75,0,0,1997,1997,1997,1997,1
PER,Peru,2000,0.166,0.232,0.431,0.431,0.747,0.747,-0.672165745,-0.619756789,9.42e-05,0.000292451,-0.019260513,-0.01895877,6.955771687,6.699070577,0.11784941,0.115526795,3.013187303,3.048786805,0.610528763,0.603037682,-6.178915235,-6.182276445,24.73967530559015,3.495082964949755,1.806358301812805,2.67857363945881,1,2000,1992,0.75,0,1,1998,1998,1998,1998,1
PER,Peru,2001,0.232,0.742,0.5125439999999999,0.5125439999999999,0.431,0.747,-0.627304486,-0.672165745,-0.000111102,9.42e-05,-0.018875794,-0.019260513,7.383682699,6.955771687,0.135873877,0.11784941,3.019808627,3.013187303,0.621828077,0.610528763,-6.182001034,-6.178915235,24.6390283331132,3.502723853433541,2.061573403195293,1.957351850331448,1,2001,1992,0.75,0,1,1999,1999,1999,1999,1
PER,Peru,2002,0.742,0.724,,0.5125439999999999,0.5125439999999999,0.431,-0.589159525,-0.627304486,-9.56e-05,-0.000111102,-0.018887244,-0.018875794,7.468633144,7.383682699,0.15410195,0.135873877,3.017204115,3.019808627,0.628053971,0.621828077,-6.172007047,-6.182001034,24.66958879791899,3.570603451534511,1.23017325363801,2.034113710774682,1,2001,1992,0.75,0,0,2000,2000,2000,2000,1
PER,Peru,2003,0.724,0.724,,0.5125439999999999,0.5125439999999999,0.5125439999999999,-0.595372951,-0.589159525,4.54e-05,-9.56e-05,-0.020137606,-0.018887244,7.238541694,7.468633144,0.162378814,0.15410195,3.05982811,3.017204115,0.640451286,0.628053971,-6.182128808,-6.172007047,24.6750893638566,3.55718641157428,1.529339544678614,1.433346578951774,1,2001,1992,0.75,0,0,2001,2001,2001,2001,1
PER,Peru,2004,0.724,0.724,,0.5125439999999999,0.5125439999999999,0.5125439999999999,-0.562058535,-0.595372951,-7.35e-05,4.54e-05,-0.019079704,-0.020137606,7.277374746,7.238541694,0.199223189,0.162378814,2.985593334,3.05982811,0.630004483,0.640451286,-6.032750399,-6.182128808,24.72654633959932,3.562442304357929,2.078978876825068,0.1919540293502219,1,2001,1992,0.75,0,0,2002,2002,2002,2002,1
PER,Peru,2005,0.724,0.742,,0.5125439999999999,0.5125439999999999,0.5125439999999999,-0.550265794,-0.562058535,-1.32e-05,-7.35e-05,-0.017337943,-0.019079704,7.553743834,7.277374746,0.27759418,0.199223189,2.943014055,2.985593334,0.605230644,0.630004483,-5.780173035,-6.032750399,24.79623404628729,3.62765836620744,1.559494279166085,1.553959920286651,1,2001,1992,0.75,0,0,2003,2003,2003,2003,1
PER,Peru,2006,0.742,0.725,0.342,0.342,0.5125439999999999,0.5125439999999999,-0.55804365,-0.550265794,-2.91e-05,-1.32e-05,-0.016814807,-0.017337943,7.582851941,7.553743834,0.373165386,0.27759418,2.949802543,2.943014055,0.335248877,0.605230644,-5.636134387,-5.780173035,24.92450029718823,3.736146512945374,1.607471542758354,2.009423020405313,1,2006,1992,0.75,0,1,2004,2004,2004,2004,1
PER,Peru,2007,0.725,0.715,,0.342,0.342,0.5125439999999999,-0.566805255,-0.55804365,-5.85e-05,-2.91e-05,-0.01659023,-0.016814807,7.757774946,7.582851941,0.421083674,0.373165386,3.020817383,2.949802543,0.334999512,0.335248877,-5.554551161,-5.636134387,25.05479630760576,3.857721347857549,1.935152292308362,1.257591810707533,1,2006,1992,0.75,0,0,2005,2005,2005,2005,1
PER,Peru,2008,0.715,0.715,,0.342,0.342,0.342,-0.627300048,-0.566805255,-4.85e-05,-5.85e-05,-0.014743306,-0.01659023,7.326459521,7.757774946,0.49035277,0.421083674,2.954857666,3.020817383,0.639766081,0.334999512,-5.42093075,-5.554551161,25.20788508210511,3.947101614088035,2.072812739863087,1.444644833268018,1,2006,1992,0.75,0,0,2006,2006,2006,2006,1
PER,Peru,2009,0.715,0.715,,0.342,0.342,0.342,-0.535575578,-0.627300048,-4.61e-05,-4.85e-05,-0.015835288,-0.014743306,7.452349544,7.326459521,0.515371997,0.49035277,3.046195664,2.954857666,0.641932941,0.639766081,-5.412209731,-5.42093075,25.34991353255869,4.019766718120896,2.383318370286779,1.340679811316031,1,2006,1992,0.75,0,0,2007,2007,2007,2007,1
PER,Peru,2010,0.715,0.713,,0.342,0.342,0.342,-0.708558726,-0.535575578,-6.35e-05,-4.61e-05,-0.015137451,-0.015835288,7.592287316,7.452349544,0.584127115,0.515371997,2.998757713,3.046195664,0.637843585,0.641932941,-5.26855509,-5.412209731,25.51533541721813,4.067893931467177,2.448685260022384,2.455952615142778,1,2006,1992,0.75,0,0,2008,2008,2008,2008,1
PER,Peru,2011,0.713,0.752,0.6259236641221374,0.6259236641221374,0.342,0.342,-0.616896245,-0.708558726,-6.43e-05,-6.35e-05,-0.014447488,-0.015137451,7.65652597,7.592287316,0.66173223,0.584127115,2.984257823,2.998757713,0.637213151,0.637843585,-5.192123718,-5.26855509,25.51759239011892,3.873530163311779,2.373777596642696,1.798085860078817,1,2011,1992,0.75,0,1,2009,2009,2009,2009,1
PER,Peru,2012,0.752,0.755,,0.6259236641221374,0.6259236641221374,0.342,-0.631525062,-0.616896245,-6.3e-05,-6.43e-05,-0.013574725,-0.014447488,7.314180022,7.65652597,0.705883925,0.66173223,2.976886783,2.984257823,0.653967421,0.637213151,-5.11825202,-5.192123718,25.7172813275257,3.944931703836831,2.446542321546591,1.210370681682401,1,2011,1992,0.75,0,0,2010,2010,2010,2010,1
PER,Peru,2013,0.755,0.731,,0.6259236641221374,0.6259236641221374,0.6259236641221374,-0.788610843,-0.631525062,1.3e-05,-6.3e-05,-0.013871539,-0.013574725,7.068707606,7.314180022,0.547147961,0.705883925,2.954419007,2.976886783,0.644297544,0.653967421,-5.172434071,-5.11825202,25.86937410368532,4.025142388187555,2.203392304500061,1.929183701260939,1,2011,1992,0.75,0,0,2011,2011,2011,2011,1
PER,Peru,2014,0.731,0.731,,0.6259236641221374,0.6259236641221374,0.6259236641221374,-0.793372439,-0.788610843,0.000138256,1.3e-05,-0.01447454,-0.013871539,6.720175627,7.068707606,0.416367106,0.547147961,2.948733665,2.954419007,0.637638311,0.644297544,-5.311308386,-5.172434071,25.98414102039118,3.963094285173628,2.694024429838162,1.995832511123056,1,2011,1992,0.75,0,0,2012,2012,2012,2012,1
PER,Peru,2015,0.731,0.743,,0.6259236641221374,0.6259236641221374,0.6259236641221374,-0.67328868,-0.793372439,0.000276939,0.000138256,-0.014213931,-0.01447454,6.685798196,6.720175627,0.379900289,0.416367106,2.964494864,2.948733665,0.645044063,0.637638311,-5.364697583,-5.311308386,26.02744371495777,3.907756766903153,2.263705228137841,1.742376131773822,1,2011,1992,0.75,0,0,2013,2013,2013,2013,1
PER,Peru,2016,0.743,0.741,0.075,0.075,0.6259236641221374,0.6259236641221374,-0.735141109,-0.67328868,0.000259631,0.000276939,-0.012671443,-0.014213931,7.021227021,6.685798196,0.422308287,0.379900289,2.945134881,2.964494864,0.636659732,0.645044063,-5.296843653,-5.364697583,26.02550674922707,3.847017625276381,1.497340033735808,1.941244540831983,1,2016,1992,0.75,0,1,2014,2014,2014,2014,1
USA,United States of America,1996,0.978,0.978,0.251,0.251,0.251,0.251,2.406430038,4.348234335,0.028171858,0.043724138,0.244610822,0.244610822,11.23563505,11.37128455,7.500024106,7.500024106,3.005400432,3.027959472,0.662495798,0.432608124,-0.973443553,-0.973443553,29.61714544053387,3.047159869105638,0.7072023242388958,1.686411194722717,1,1996,1992,0.3,0,1,1994,1994,1994,1994,1
