model,term,coef,std_err_cluster_country,p_value,ci_low,ci_high,nobs,r2,clusters_country
Model1_Basic,populism_gov_annual_l2_z,-0.010097033662687938,0.008980103398809227,0.2608525611115654,-0.027697712901799752,0.007503645576423877,1737,0.953409712164618,72
Model2_Main,populism_gov_annual_l2_z,-0.0050709236222554605,0.0018389667471683084,0.00582478467773861,-0.00867523221547212,-0.0014666150290388006,1737,0.9914585867976959,72
Model2_Main,rule_based_governance_t_minus_2,0.9027747905656445,0.029515589704284726,1.8579478058758676e-205,0.8449252977627851,0.9606242833685038,1737,0.9914585867976959,72
Model3_Extended,populism_gov_annual_l2_z,-0.004988355379183406,0.0018421096960010968,0.006769862337161614,-0.008598824038917582,-0.0013778867194492285,1737,0.9915603455099589,72
Model3_Extended,rule_based_governance_t_minus_2,0.9010962301817522,0.02806639692172796,3.650372896313549e-226,0.8460871030393595,0.9561053573241449,1737,0.9915603455099589,72
Model3_Extended,ln_gdp_t_minus_2,-0.007247467059922033,0.003331063607923822,0.02957608367882967,-0.013776231761664776,-0.0007187023581792908,1737,0.9915603455099589,72
Model3_Extended,ln_tradeopen_t_minus_2,-0.018895518561699073,0.008169132268953147,0.020720515001204334,-0.03490672359379121,-0.0028843135296069307,1737,0.9915603455099589,72
Model3_Extended,asinh_fdi_t_minus_2,-0.0010000981750157957,0.0008395269844523129,0.2335500078939935,-0.002645540828591847,0.0006453444785602554,1737,0.9915603455099589,72
Model3_Extended,asinh_inflation_winsor_t_minus_2,0.0013412622805904803,0.0011155877664550213,0.22925040366219407,-0.0008452495632548427,0.0035277741244358033,1737,0.9915603455099589,72
