outcome,model,term,coef,std_err_cluster_country,t_value,p_value,ci_low,ci_high,stars,nobs,r2,adj_r2,clusters_country,formula
flow_betweenness_log1p_w,Baseline_M3,flow_betweenness_log1p_w_lag1,0.6783503371296604,0.04295542840241083,15.791958370774593,4.326798443510861e-25,0.5927202556191018,0.763980418640219,***,1689,0.9943385082696036,0.9939781990920548,73,flow_betweenness_log1p_w ~ flow_betweenness_log1p_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
flow_betweenness_log1p_w,Baseline_M3,populism_gov_annual_l1,0.04102508477438571,0.0264872798071395,1.5488598705906986,0.12580002444840832,-0.011776342501125574,0.093826512049897,,1689,0.9943385082696036,0.9939781990920548,73,flow_betweenness_log1p_w ~ flow_betweenness_log1p_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
flow_betweenness_log1p_w,Baseline_M3,lnGDP_lag1,0.15982193283827734,0.03729042003601451,4.285871081203263,5.552081114675285e-05,0.08548483911096452,0.23415902656559015,***,1689,0.9943385082696036,0.9939781990920548,73,flow_betweenness_log1p_w ~ flow_betweenness_log1p_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
flow_betweenness_log1p_w,Baseline_M3,lnTradeOpen_lag1,0.21284939704462486,0.0656347476199274,3.242937693265412,0.0017943131283929927,0.0820089189572526,0.3436898751319971,***,1689,0.9943385082696036,0.9939781990920548,73,flow_betweenness_log1p_w ~ flow_betweenness_log1p_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
flow_betweenness_log1p_w,Baseline_M3,asinhFDI_lag1,-0.001268838496398278,0.0031932437315703743,-0.39735097069282843,0.6922841941167709,-0.007634453534755221,0.005096776541958665,,1689,0.9943385082696036,0.9939781990920548,73,flow_betweenness_log1p_w ~ flow_betweenness_log1p_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
flow_betweenness_log1p_w,Baseline_M3,asinhInflation_winsor_lag1,-0.009758333249163365,0.005422771705931577,-1.799510246483257,0.07612781563561143,-0.020568431075262808,0.0010517645769360807,*,1689,0.9943385082696036,0.9939781990920548,73,flow_betweenness_log1p_w ~ flow_betweenness_log1p_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M1,communicability_betweenness_asinh_w_lag1,0.9069542767131709,0.015512014525870574,58.467858910302965,2.571072197458823e-64,0.8760527591632701,0.9378557942630716,***,1803,0.9963924977289353,0.9961805410737612,76,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M1,populism_gov_annual_l1,0.02622853820144143,0.02654344083816767,0.9881363294741565,0.32626309786166363,-0.026648707466903454,0.07910578386978631,,1803,0.9963924977289353,0.9961805410737612,76,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M2,communicability_betweenness_asinh_w_lag1,0.8771785134784467,0.018527284657694813,47.34522784557822,5.348516984639228e-56,0.8402450465241585,0.9141119804327348,***,1715,0.99662273478297,0.9964134866282593,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M2,populism_gov_annual_l1,0.02752098440139912,0.027633694279529976,0.9959212880843679,0.3226237434980311,-0.027565778357116467,0.0826077471599147,,1715,0.99662273478297,0.9964134866282593,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
